"爬取数量: 1710, 更新时间: 2025-06-23 21:30:30"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
合租·万福路 14居室 东卧,越秀,越秀南,万福路,20.00㎡,东,14室0厅9卫,高楼层 （4层）,2100,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1766759039607242752.html,null
整租·福今路 2室1厅 南,越秀,东山口,福今路,47.00㎡,南,2室1厅1卫,中楼层 （8层）,4000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1770435704619270144.html,null
整租·洛桑美地 2室1厅 东/南,越秀,东川路,洛桑美地,50.00㎡,东 南,2室1厅1卫,低楼层 （18层）,6000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1776534823788085248.html,1天前维护
独栋·城市摩登家公寓 杨箕店 杨箕地铁口大单间 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,3880,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/82023.html,null
整租·明月阁 2室2厅 东南,越秀,五羊新城,明月阁,140.00㎡,东南,2室2厅1卫,中楼层 （25层）,8000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1772204118295707648.html,null
整租·水荫二横路 2室1厅 东/北,越秀,水荫,水荫二横路,72.79㎡,东 北,2室1厅1卫,高楼层 （9层）,3000,,https://gz.lianjia.com/zufang//zufang/GZ1780077438202544128.html,4天前维护
整租·侨力大厦 1室0厅 南,越秀,解放南,侨力大厦,22.65㎡,南,1室0厅0卫,地下室 （3层）,2800,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1811636031733104640.html,null
独栋·泊客仕家 北京路店 阳台房 1室1厅,仅剩2间,38.00㎡,2间在租,1室1厅1卫,null,null,null,3980-5000,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/88165.html,null
整租·纸行路 2室2厅 东,越秀,西门口,纸行路,85.00㎡,东,2室2厅1卫,低楼层 （7层）,3500,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1810609811063046144.html,null
独栋·泊客仕家 北京路店 高空城景大床房 1室1厅,仅剩2间,40.00㎡,2间在租,1室1厅1卫,null,null,null,3680-5000,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/88165.html,null
整租·世茂天越 3室2厅 南,越秀,五羊新城,世茂天越,213.00㎡,南,3室2厅3卫,中楼层 （50层）,26000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1810985865615245312.html,3天前维护
独栋·青蓝国际社区 北京路店 看介绍再咨询 民用水电  电0.6起 水3.5元 急租 年租特价单间 采光弱 开间,仅剩1间,23.00㎡,1间在租,1室0厅1卫,null,null,null,1999,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/92214.html,null
整租·翰林阁 1室1厅 东,越秀,黄花岗,翰林阁,270.00㎡,东,1室1厅1卫,高楼层 （30层）,15000,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1814266433702461440.html,null
独栋·青蓝国际社区 北京路店 看房源介绍再咨询 单间可做饭 民用水电  电0.6起 水3.5元 没有物业费 采光弱 介意勿点 开间,仅剩1间,23.00㎡,1间在租,1室0厅1卫,null,null,null,2000,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/92214.html,null
整租·小北路 4室1厅 南,越秀,小北,小北路,100.00㎡,南,4室1厅2卫,中楼层 （8层）,6200,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1782332834682241024.html,2天前维护
独栋·青蓝国际社区 北京路店 促销单间  电0.6 水3.5元 年租特惠 采光较弱 看详情介绍后咨询 开间,仅剩1间,23.00㎡,1间在租,1室0厅1卫,null,null,null,1995,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/92214.html,null
整租·中山六路 3室2厅 东南/南,越秀,西门口,中山六路,90.00㎡,东南 南,3室2厅1卫,低楼层 （3层）,8000,新上|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046559797175648256.html,1天前维护
独栋·百合白领公寓 团一大广场店 半年起租 进修首选 温馨阳台大单间 安静舒适 家电齐全 团一大地铁口50米 大刀勿扰 07 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,3500,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/58246.html,null
整租·福今东 2室1厅 南/北,越秀,东风东,福今东,61.00㎡,南 北,2室1厅1卫,高楼层 （7层）,3700,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1912491608943624192.html,null
独栋·方格致轻社区 方格致公寓 西场/彩虹桥双地铁上盖 开间,仅剩1间,38.00㎡,1间在租,1室0厅1卫,null,null,null,3180,独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/53678.html,null
整租·寺右新马路25大院 2室1厅 东南,越秀,五羊新城,寺右新马路25大院,80.00㎡,东南,2室1厅1卫,高楼层 （5层）,4500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2038918913160380416.html,null
独栋·芝麻物业 烈士陵园近省人民医院 小单间，配套全，地铁9分钟，电1 开间,仅剩1间,12.00㎡,1间在租,1室0厅1卫,null,null,null,1480,独栋公寓|月租|拎包入住|近地铁,https://gz.lianjia.com/zufang//apartment/72222.html,null
整租·文明路 1室1厅 东南,越秀,农讲所,文明路,24.01㎡,东南,1室1厅1卫,中楼层 （7层）,2300,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2004794864285253632.html,1天前维护
独栋·芝麻物业 烈士陵园近省人民医院 小单间，采光可晾晒，洗衣机配套齐全 开间,仅剩1间,13.00㎡,1间在租,1室0厅1卫,null,null,null,1380,独栋公寓|月租|拎包入住|近地铁,https://gz.lianjia.com/zufang//apartment/72222.html,null
整租·共和苑 2室1厅 南/北,越秀,杨箕,共和苑,52.00㎡,南 北,2室1厅1卫,中楼层 （6层）,3200,新上|近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047557397077032960.html,2天前维护
独栋·泊寓 五羊邨 落地大飘窗 步行通勤珠江新城  五羊邨地铁站 合租次卧 开间,仅剩1间,20.00㎡,1间在租,1室0厅1卫,null,null,null,2280,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/2351.html,null
整租·小东园 3室2厅 东南/西北,越秀,东山口,小东园,80.00㎡,东南 西北,3室2厅1卫,高楼层 （10层）,7000,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047214128346431488.html,今天维护
合租·润粤大厦 4居室 北卧,精选,越秀,水荫,润粤大厦,6.00㎡,北,4室1厅1卫,1558,新上|公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047224969795993600.html,今天维护
整租·福今路3号大院 2室1厅 南,越秀,东山口,福今路3号大院,42.00㎡,南,2室1厅1卫,中楼层 （5层）,3800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2026285395506888704.html,null
合租·嘉富广场 4居室 北卧,精选,越秀,水荫,嘉富广场,15.26㎡,北,4室1厅1卫,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1988469966558461952.html,今天维护
整租·建设四马路 2室1厅 南,越秀,建设路,建设四马路,50.00㎡,南,2室1厅1卫,低楼层 （9层）,3400,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2038635319502307328.html,今天维护
整租·天誉商务大厦 1室1厅 南,越秀,环市东,天誉商务大厦,30.00㎡,南,1室1厅1卫,低楼层 （36层）,1600,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1961992485710331904.html,2天前维护
整租·东华西路 1室1厅 东,越秀,东川路,东华西路,35.00㎡,东,1室1厅1卫,中楼层 （9层）,3000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2020418184942714880.html,3天前维护
独栋·魔方公寓 广州水荫路店 租10免1 毕业生押金免半 五号线动物园近地铁单间 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,2800,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/46024.html,null
整租·大新路 2室1厅 东,越秀,解放南,大新路,29.00㎡,东,2室1厅1卫,低楼层 （2层）,1800,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2033056871937474560.html,5天前维护
整租·富力东山新天地 1室0厅 北,越秀,杨箕,富力东山新天地,52.00㎡,北,1室0厅1卫,低楼层 （38层）,5500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1876183456526893056.html,null
整租·龟岗三马路 2室1厅 南,越秀,东山口,龟岗三马路,68.00㎡,南,2室1厅1卫,中楼层 （5层）,3600,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1875867936476889088.html,2天前维护
独栋·魔方公寓 魔尔-广州环市东路店 租10免1 毕业生押金免半  白领公寓一房一厅可短租 1室1厅,仅剩1间,35.00㎡,1间在租,1室1厅1卫,null,null,null,4620,独栋公寓|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/46023.html,null
整租·北京路 2室1厅 东,越秀,北京路,北京路,65.00㎡,东,2室1厅1卫,低楼层 （3层）,3500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1877593204216299520.html,null
独栋·魔方公寓 广州火车站店 惊喜魔方租惠卡 火车站地铁站大单间 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,2498,独栋公寓|近地铁|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/46102.html,null
整租·大新路 1室0厅 东南/南,越秀,解放南,大新路,40.00㎡,东南 南,1室0厅1卫,低楼层 （6层）,1800,精装,https://gz.lianjia.com/zufang//zufang/GZ1877347905338081280.html,null
独栋·魔方公寓 广州火车站店 惊喜魔方租惠卡 南方战区陆军总院 越秀解放北大单间近地铁南 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,2488,独栋公寓|近地铁|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/46102.html,null
整租·新裕大厦 1室0厅 南,越秀,东风东,新裕大厦,46.00㎡,南,1室0厅1卫,高楼层 （35层）,4300,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1877322557883940864.html,5天前维护
独栋·悦City青年公寓 一德路店 为进修医护贴心打造 品质租房紧邻进修地 开间,仅剩2间,30.00㎡,2间在租,1室0厅1卫,null,null,null,1950,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/50385.html,null
整租·璟泰大厦 2室1厅 南,越秀,五羊新城,璟泰大厦,78.00㎡,南,2室1厅1卫,中楼层 （33层）,6200,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1879759719720026112.html,null
独栋·悦City青年公寓 一德路店 白衣天使进修必备租房 便捷舒适 开间,仅剩1间,30.00㎡,1间在租,1室0厅1卫,null,null,null,1850,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/50385.html,null
整租·广东商业大厦 3室1厅 西南,越秀,东山口,广东商业大厦,107.00㎡,西南,3室1厅2卫,中楼层 （21层）,5000,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047490044653993984.html,1天前维护
独栋·CCB建融家园 蓝天大厦店 【步行直达体育西】高层景观无中介费拎包入住 1室1厅,仅剩3间,20.00㎡,3间在租,1室1厅1卫,null,null,null,2750-2800,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/92775.html,null
整租·区庄村 1室1厅 南/北,越秀,黄花岗,区庄村,35.00㎡,南 北,1室1厅1卫,高楼层 （9层）,2500,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047928071507410944.html,今天维护
独栋·粤辰寓 五羊邨店 【1、5号线覆盖】宠物友好单间 ！！舒适电梯配置！送网络！ 开间,仅剩1间,25.00㎡,1间在租,1室0厅1卫,null,null,null,2900,新上|独栋公寓|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/94142.html,null
整租·泰康路 1室1厅 南,越秀,海珠广场,泰康路,30.00㎡,南,1室1厅1卫,中楼层 （5层）,2300,新上|近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047591387595014144.html,2天前维护
独栋·YOU+社区 五羊店 【可养宠物】离地铁300米 独栋无遮挡 采光好 品牌公寓 管家服务 开间,仅剩3间,20.00㎡,3间在租,1室0厅1卫,null,null,null,2880-2980,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/51087.html,null
整租·翰雅明轩 2室1厅 东南,越秀,农讲所,翰雅明轩,92.00㎡,东南,2室1厅1卫,高楼层 （31层）,6800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2041081196451987456.html,2天前维护
独栋·YOU+社区 五羊店 【可短租】地铁300米 一站可到珠江新城 大阳台无遮挡 1室1厅,仅剩3间,35.00㎡,3间在租,1室1厅1卫,null,null,null,3080,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/51087.html,null
整租·韫祥楼 1室1厅 东,越秀,农讲所,韫祥楼,42.00㎡,东,1室1厅1卫,高楼层 （9层）,2100,新上|近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046952092127461376.html,2天前维护
独栋·百合社区 五羊新城店 CBD上班首选  五羊邨地铁站500米 水5电1.2大阳台 1室1厅,仅剩1间,25.00㎡,1间在租,1室1厅1卫,null,null,null,3200,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/88141.html,null
整租·沙河镇政府宿舍 3室1厅 南/北,越秀,沙河,沙河镇政府宿舍,94.00㎡,南 北,3室1厅1卫,中楼层 （9层）,3500,,https://gz.lianjia.com/zufang//zufang/GZ1762165778351652864.html,null
独栋·广州盛寓 团一大精装店 团一大广场店  带阳台 领包入住 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,3500,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/92136.html,null
整租·盘福路 1室1厅 东南/南,越秀,盘福,盘福路,29.00㎡,东南 南,1室1厅1卫,中楼层 （8层）,2600,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2001218260409778176.html,null
独栋·百合白领公寓 团一大广场店 阳光大单间  电梯房 高层 家电齐全 地铁口50米 北京路步行15分钟 开间,仅剩1间,30.00㎡,1间在租,1室0厅1卫,null,null,null,3300,独栋公寓|月租|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/58246.html,null
整租·金湾畔大厦 2室2厅 东/南,越秀,越秀南,金湾畔大厦,92.80㎡,东 南,2室2厅1卫,中楼层 （41层）,6800,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2047665267403653120.html,2天前维护
整租·麓景路 3室2厅 南,越秀,麓景,麓景路,80.00㎡,南,3室2厅1卫,中楼层 （8层）,4000,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047634343039336448.html,2天前维护
整租·桂花岗 2室1厅 东,越秀,桂花岗,桂花岗,65.00㎡,东,2室1厅1卫,低楼层 （10层）,2900,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047559368588656640.html,1天前维护
独栋·百合白领公寓 纪念堂2店 半年起租 外窗 电梯酒店式小单间 有公共厨房 民水电 17 开间,仅剩1间,20.00㎡,1间在租,1室0厅1卫,null,null,null,2600,独栋公寓|月租|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/68962.html,null
整租·东园新村 2室1厅 东南/南,越秀,东山口,东园新村,50.00㎡,东南 南,2室1厅1卫,中楼层 （6层）,4200,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2048061169796644864.html,今天维护
整租·新裕大厦 1室0厅 东南,越秀,东风东,新裕大厦,41.00㎡,东南,1室0厅1卫,高楼层 （35层）,3600,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047614002283937792.html,1天前维护
整租·站西路 3室1厅 南,越秀,流花站前,站西路,72.26㎡,南,3室1厅1卫,中楼层 （7层）,2800,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046199156665483264.html,1天前维护
独栋·城市摩登家公寓 西华路店 房东直租 长租一年免租15天 电梯一房一厅 320 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,2588,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/65346.html,null
整租·文明路 2室1厅 南,越秀,农讲所,文明路,50.00㎡,南,2室1厅1卫,中楼层 （8层）,3600,精装,https://gz.lianjia.com/zufang//zufang/GZ2033409747939491840.html,1天前维护
合租·润粤大厦 4居室 南卧,越秀,水荫,润粤大厦,12.10㎡,南,4室1厅2卫,中楼层 （33层）,2824,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1819785664166625280.html,今天维护
整租·三元里大道 2室1厅 东北,越秀,三元里,三元里大道,52.00㎡,东北,2室1厅1卫,中楼层 （9层）,2300,新上,https://gz.lianjia.com/zufang//zufang/GZ2047955354905477120.html,今天维护
独栋·YOU+社区 五羊店 【应届毕业生限时押一、可短租】离地铁300M 独栋无遮挡大飘窗 光线好 开间,仅剩1间,20.00㎡,1间在租,1室0厅1卫,null,null,null,2980,独栋公寓|月租|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//apartment/51087.html,null
整租·小北路 1室1厅 东,越秀,小北,小北路,30.00㎡,东,1室1厅1卫,中楼层 （9层）,2900,新上,https://gz.lianjia.com/zufang//zufang/GZ2046880663180673024.html,1天前维护
独栋·泊寓 珠江新城杨箕店 【拎包入住】 一房一厅/功能区清晰/朝南带阳台/独立卫浴/配套齐全/ 开间,仅剩2间,27.90㎡,2间在租,1室0厅1卫,null,null,null,3689-3959,独栋公寓|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/20918.html,null
整租·嘉兰轩 1室1厅 南,越秀,人民路,嘉兰轩,62.28㎡,南,1室1厅1卫,中楼层 （29层）,4500,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047241884169928704.html,1天前维护
独栋·柚家公寓 体育中心店 近维多利亚 精装电梯 民电大单间 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,3580,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/79452.html,null
整租·先烈南路青龙坊 2室1厅 东/东南/南,越秀,建设路,先烈南路青龙坊,48.00㎡,东 东南 南,2室1厅1卫,高楼层 （8层）,2500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1985356491405656064.html,3天前维护
独栋·时居公寓 地铁一号线好房 不短租 公园前 精装单间 开间,仅剩1间,23.00㎡,1间在租,1室0厅1卫,null,null,null,1980,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/72833.html,null
整租·小北路 3室2厅 复式 西北,越秀,小北,小北路,72.43㎡,西北,3室2厅1卫,低楼层 （1层）,8000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1985303017947136000.html,null
整租·农本新村 2室1厅 南,越秀,环市东,农本新村,45.00㎡,南,2室1厅1卫,中楼层 （8层）,3900,精装,https://gz.lianjia.com/zufang//zufang/GZ1984983547248640000.html,null
整租·雅景花园 2室1厅 西南,越秀,水荫,雅景花园,81.00㎡,西南,2室1厅1卫,低楼层 （30层）,4500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1986287012394565632.html,1天前维护
整租·文德路 3室1厅 东南,越秀,农讲所,文德路,45.00㎡,东南,3室1厅1卫,中楼层 （13层）,3000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1986347101935632384.html,null
整租·环市东路466号大院 2室1厅 南,越秀,环市东,环市东路466号大院,63.00㎡,南,2室1厅1卫,高楼层 （8层）,3500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1986650204484403200.html,null
独栋·柚家公寓 体育中心店 近时代广场 电梯精装阳光大套间 1室1厅,仅剩1间,45.00㎡,1间在租,1室1厅1卫,null,null,null,4380,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/79452.html,null
整租·小北路 2室1厅 东,越秀,小北,小北路,50.00㎡,东,2室1厅1卫,低楼层 （4层）,3300,精装,https://gz.lianjia.com/zufang//zufang/GZ1986362057544433664.html,null
整租·富力东堤湾 2室1厅 东,越秀,杨箕,富力东堤湾,71.00㎡,东,2室1厅1卫,中楼层 （31层）,5000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1986427687425540096.html,1天前维护
整租·淘金坑 1室1厅 南/北,越秀,淘金,淘金坑,40.00㎡,南 北,1室1厅1卫,低楼层 （8层）,3500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1986774578189303808.html,1天前维护
独栋·城市摩登家公寓 杨箕店 杨箕地铁口大单间 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,3880,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/82023.html,null
独栋·C家公寓 区庄地铁站店 三房/区庄地铁/家庭住 合租 中山一院  省医院 3室1厅,仅剩1间,72.94㎡,1间在租,3室1厅1卫,null,null,null,4300,独栋公寓|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/85102.html,null
整租·水荫路 3室1厅 南,越秀,水荫,水荫路,87.00㎡,南,3室1厅1卫,中楼层 （8层）,3500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1986809894182846464.html,1天前维护
整租·华侨新村 6室3厅 东南/西北,越秀,淘金,华侨新村,300.00㎡,东南 西北,6室3厅3卫,低楼层 （2层）,75000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1986819056258252800.html,2天前维护
整租·淘金路 3室2厅 东南,越秀,淘金,淘金路,106.00㎡,东南,3室2厅1卫,高楼层 （9层）,4800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1986825296535355392.html,null
整租·淘金家园峯璟 1室0厅 北,越秀,淘金,淘金家园峯璟,12.50㎡,北,1室0厅0卫,地下室 （30层）,1280,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1986806467738468352.html,null
独栋·泊客仕家 北京路店 阳台房 1室1厅,仅剩2间,38.00㎡,2间在租,1室1厅1卫,null,null,null,3980-5000,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/88165.html,null
独栋·泊客仕家 北京路店 高空城景大床房 1室1厅,仅剩2间,40.00㎡,2间在租,1室1厅1卫,null,null,null,3680-5000,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/88165.html,null
独栋·青蓝国际社区 北京路店 看介绍再咨询 民用水电  电0.6起 水3.5元 急租 年租特价单间 采光弱 开间,仅剩1间,23.00㎡,1间在租,1室0厅1卫,null,null,null,1999,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/92214.html,null
整租·东风广场 5室2厅 复式 东,越秀,东风东,东风广场,385.00㎡,东,5室2厅4卫,高楼层 （33层）,26000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1987118986902372352.html,4天前维护
