"爬取数量: 2130, 更新时间: 2025-06-21 20:16:07"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
合租·萝岗和苑 5居室 西卧,黄埔,科学城,萝岗和苑,10.90㎡,西,5室1厅2卫,低楼层 （33层）,1396,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2024568279296638976.html,9天前维护
整租·金泽华庭 3室2厅 南,增城,新塘南,金泽华庭,101.00㎡,南,3室2厅1卫,低楼层 （20层）,2300,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046926531292299264.html,1天前维护
合租·小新塘大未来 4居室 南卧,天河,智慧城,小新塘大未来,11.00㎡,南,4室1厅1卫,中楼层 （18层）,1323,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026441612430671872.html,今天维护
整租·万科东荟城 2室2厅 北,黄埔,香雪,万科东荟城,70.00㎡,北,2室2厅1卫,中楼层 （28层）,2500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046890380657426432.html,1天前维护
合租·恒安大厦 4居室 北卧,天河,员村,恒安大厦,14.53㎡,北,4室1厅2卫,中楼层 （29层）,1774,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026732273063165952.html,今天维护
整租·实地蔷薇国际 3室2厅 北,增城,荔城西区,实地蔷薇国际,86.00㎡,北,3室2厅1卫,中楼层 （32层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2806504118946889728.html,null
合租·嘉仕花园东区 4居室 北卧,海珠,滨江东,嘉仕花园东区,20.57㎡,北,4室1厅3卫,高楼层 （32层）,2236,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026891242788356096.html,今天维护
整租·广州气象卫星地面站 2室1厅 南/北,天河,五山,广州气象卫星地面站,66.50㎡,南 北,2室1厅1卫,中楼层 （6层）,3200,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046846599031685120.html,2天前维护
合租·恒宝华庭 4居室 东卧,荔湾,西关,恒宝华庭,8.00㎡,东,4室1厅2卫,高楼层 （31层）,1711,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026289858498002944.html,今天维护
合租·时代玫瑰园 4居室 南卧,白云,黄边,时代玫瑰园,8.80㎡,南,4室1厅1卫,高楼层 （16层）,1533,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013913218052784128.html,今天维护
合租·鸿景园 4居室 东南卧,天河,天润路,鸿景园,5.90㎡,东南,4室1厅2卫,中楼层 （32层）,1354,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2015645657502580736.html,5天前维护
合租·萝岗和苑 4居室 南卧,黄埔,科学城,萝岗和苑,10.18㎡,南,4室1厅1卫,中楼层 （33层）,1354,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2029192298461396992.html,今天维护
合租·鸿景园 4居室 北卧,天河,天润路,鸿景园,13.40㎡,北,4室1厅2卫,中楼层 （32层）,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1935424240954114048.html,今天维护
合租·新溪苑小区 4居室 东卧,黄埔,黄埔区府,新溪苑小区,10.09㎡,东,4室1厅1卫,高楼层 （30层）,1396,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1959206403335782400.html,今天维护
合租·保利西子湾 4居室 南卧,白云,金沙洲,保利西子湾,9.30㎡,南,4室1厅1卫,低楼层 （11层）,1218,公寓|月租|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1794681199692611584.html,1天前维护
整租·尚塬颐都汇 1室1厅 南,天河,沙河,尚塬颐都汇,60.00㎡,南,1室1厅1卫,低楼层 （28层）,3300,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046886612297580544.html,1天前维护
合租·云裳丽影 4居室 东卧,精选,白云,同和,云裳丽影,5.30㎡,东,4室1厅2卫,1323,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2018795779157655552.html,6天前维护
整租·珠江铂世湾 3室2厅 南/北,番禺,华南新城,珠江铂世湾,140.00㎡,南 北,3室2厅2卫,高楼层 （39层）,8000,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046852761672220672.html,今天维护
合租·康裕北苑 4居室 北卧,精选,番禺,市桥,康裕北苑,10.00㎡,北,4室1厅2卫,1218,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1884953225270919168.html,4天前维护
整租·璞悦台 4室2厅 南/北,番禺,市桥北,璞悦台,130.00㎡,南 北,4室2厅2卫,高楼层 （30层）,5500,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046535838434590720.html,3天前维护
合租·德荣小区 4居室 北卧,精选,天河,龙口西,德荣小区,13.20㎡,北,4室1厅1卫,2058,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2045692634013368320.html,4天前维护
整租·恒骏花园 1室1厅 西南,白云,京溪,恒骏花园,60.00㎡,西南,1室1厅1卫,高楼层 （10层）,2800,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046827948006178816.html,1天前维护
合租·鸿景园 4居室 南卧,精选,天河,天润路,鸿景园,12.54㎡,南,4室1厅1卫,1921,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2043515696767303680.html,11天前维护
整租·侨基花园 2室2厅 东南,番禺,市桥,侨基花园,66.00㎡,东南,2室2厅1卫,低楼层 （32层）,2500,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046879110663241728.html,2天前维护
合租·黄花新村 4居室 南卧,精选,越秀,淘金,黄花新村,6.50㎡,南,4室1厅2卫,1533,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1787734170399670272.html,1天前维护
整租·蔬果宿舍 1室1厅 南,白云,机场路,蔬果宿舍,56.00㎡,南,1室1厅1卫,高楼层 （9层）,1000,新上,https://gz.lianjia.com/zufang//zufang/GZ2046790954748215296.html,2天前维护
合租·城启荔港南湾 4居室 东卧,精选,荔湾,南岸路,城启荔港南湾,5.65㎡,东,4室1厅2卫,1113,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1832101869674037248.html,今天维护
整租·华景新城沁馥佳苑 3室1厅 南,天河,华景新城,华景新城沁馥佳苑,93.00㎡,南,3室1厅1卫,中楼层 （11层）,5400,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046468003536568320.html,今天维护
合租·怡港花园 4居室 南卧,精选,黄埔,黄埔区府,怡港花园,10.50㎡,南,4室1厅2卫,1396,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1901261518389903360.html,今天维护
整租·美的江上沄启 1室0厅 南,南沙,明珠湾,美的江上沄启,40.00㎡,南,1室0厅1卫,中楼层 （21层）,850,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046537844117209088.html,1天前维护
合租·珠江帝景苑 5居室 南卧,精选,海珠,滨江东,珠江帝景苑,7.03㎡,南,5室1厅3卫,1743,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1986213286873399296.html,1天前维护
整租·合景誉山国际三区 3室2厅 南/北,增城,永宁,合景誉山国际三区,96.00㎡,南 北,3室2厅1卫,中楼层 （25层）,1668,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1939916518393380864.html,null
合租·保利花园 4居室 北卧,精选,海珠,工业大道中,保利花园,12.63㎡,北,4室1厅2卫,1816,公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1988491735658921984.html,9天前维护
整租·锦绣半岛东区 3室2厅 南/西北,番禺,南浦,锦绣半岛东区,115.00㎡,南 西北,3室2厅2卫,低楼层 （26层）,3800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046798875162836992.html,2天前维护
合租·漾晴居 4居室 北卧,精选,天河,珠江新城西,漾晴居,10.27㎡,北,4室1厅2卫,3181,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1996832641311047680.html,今天维护
整租·晓港湾 1室1厅 东南,海珠,东晓南,晓港湾,38.00㎡,东南,1室1厅1卫,高楼层 （9层）,3100,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2044739797800452096.html,null
合租·丽江花园丽荃楼 4居室 东北卧,精选,番禺,南浦,丽江花园丽荃楼,11.96㎡,东北,4室1厅2卫,1711,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000072296626126848.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,110.00㎡,南,4室2厅2卫,中楼层 （32层）,2866,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2003054636000346112.html,null
合租·南国奥园 4居室 北卧,精选,番禺,汉溪长隆,南国奥园,12.00㎡,北,4室1厅2卫,1291,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1998356966375686144.html,今天维护
合租·南粤阁 4居室 东卧,精选,天河,林和,南粤阁,12.23㎡,东,4室1厅2卫,1816,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1943045167200075776.html,今天维护
合租·岭南新世界 4居室 北卧,精选,白云,嘉禾望岗,岭南新世界,11.00㎡,北,4室1厅1卫,1669,公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1944017555609878528.html,2天前维护
合租·东漖新村 5居室 东北卧,精选,荔湾,坑口,东漖新村,7.50㎡,东北,5室1厅2卫,1218,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1797195597531316224.html,4天前维护
合租·康裕北苑 4居室 北卧,精选,番禺,市桥,康裕北苑,7.30㎡,北,4室1厅2卫,1039,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1805233649214291968.html,1天前维护
整租·君立国际公寓 1室1厅 南,精选,白云,同和,君立国际公寓,40.60㎡,南,1室1厅1卫,3181,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1785266504007155712.html,今天维护
整租·铂林国际公寓 1室1厅 东,天河,珠江新城西,铂林国际公寓,31.78㎡,东,1室1厅1卫,中楼层 （22层）,5239,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1842429049452888064.html,今天维护
整租·珠光御景山水城 3室2厅 南/北,从化,江浦街,珠光御景山水城,90.00㎡,南 北,3室2厅2卫,低楼层 （32层）,1700,业主自荐|新上|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046813289509289984.html,今天维护
独栋·轻奢欧寓 高科嶺寓 免租半个月 押一付一 卫生间干湿分离 电梯高层南北向 有商场 不短租 开间,仅剩1间,40.00㎡,1间在租,1室0厅1卫,null,null,null,2700,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/86907.html,null
整租·绿城·江府海棠 3室2厅 东南,白云,江高镇,绿城·江府海棠,100.00㎡,东南,3室2厅2卫,低楼层 （24层）,3500,新上|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047220933902467072.html,今天维护
独栋·领创物业 柯木塱拾排街81号 看清楚再问，6号线柯木塱高塘石 南向 精装阳台大单间，配套齐全 开间,仅剩1间,26.00㎡,1间在租,1室0厅1卫,null,null,null,1250,新上|独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/86949.html,null
整租·朗云花园 4室2厅 东南,白云,夏茅,朗云花园,120.00㎡,东南,4室2厅2卫,低楼层 （33层）,6500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047172833557086208.html,今天维护
独栋·舒享蘑菇公寓 板桥店 精装公寓 采光明亮  停车方便 有电梯 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,1298,新上|独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,https://gz.lianjia.com/zufang//apartment/86843.html,null
整租·四季花园 2室2厅 东北,荔湾,坑口,四季花园,78.50㎡,东北,2室2厅1卫,中楼层 （18层）,3600,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046927335696891904.html,1天前维护
独栋·菲凡国际公寓 陈家祠店 欧装风大单间阳台房 干湿分离 拎包入住 可开发票住外国人 开间,仅剩1间,35.00㎡,1间在租,1室0厅1卫,null,null,null,3300,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/87006.html,null
整租·碧桂园凤凰城凤凰岛 2室2厅 南/北,增城,凤凰城,碧桂园凤凰城凤凰岛,109.00㎡,南 北,2室2厅2卫,低楼层 （4层）,2800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046546484828045312.html,2天前维护
独栋·菲凡国际公寓 陈家祠店 高楼层精致小单间，阳台房，拎包入住 开间,仅剩1间,30.00㎡,1间在租,1室0厅1卫,null,null,null,2980,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/87006.html,null
整租·珠江铂世湾 3室2厅 南,番禺,华南新城,珠江铂世湾,98.00㎡,南,3室2厅2卫,低楼层 （33层）,5500,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047239640150179840.html,今天维护
合租·中海康城 4居室 北卧,天河,黄村,中海康城,16.50㎡,北,4室1厅2卫,高楼层 （19层）,2430,公寓|独立卫生间|拎包入住|近地铁|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1854008979147980800.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,126.00㎡,南,4室2厅2卫,中楼层 （43层）,3300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1961026252114493440.html,null
合租·耀星华庭 4居室 东卧,天河,林和,耀星华庭,8.80㎡,东,4室1厅1卫,中楼层 （31层）,1984,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784648440714625024.html,1天前维护
整租·锦绣新天地 3室1厅 南,增城,新塘南,锦绣新天地,133.00㎡,南,3室1厅2卫,低楼层 （28层）,2400,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046846422883500032.html,1天前维护
独栋·此刻公寓 云升科学园 云升/玉树里/全新特价小区阳台大单间/轻奢奶油风/直租 1室1厅,仅剩1间,45.00㎡,1间在租,1室1厅1卫,null,null,null,2280,独栋公寓|月租|拎包入住|精装|有阳台,https://gz.lianjia.com/zufang//apartment/85711.html,null
整租·星樾·山畔 3室2厅 南,黄埔,科学城,星樾·山畔,93.20㎡,南,3室2厅2卫,高楼层 （33层）,4500,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046871650720284672.html,1天前维护
独栋·安澜居 同和3店 地铁5分钟/奶油风超大一房/独立阳台 1室1厅,仅剩1间,43.00㎡,1间在租,1室1厅1卫,null,null,null,2880,新上|独栋公寓|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/85770.html,null
整租·人和花园 1室1厅 东北,白云,人和,人和花园,53.00㎡,东北,1室1厅1卫,高楼层 （6层）,1380,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046568860798156800.html,2天前维护
独栋·轻奢欧寓 高科嶺寓 不短租 小鹏公司附近  电梯高层 干湿分离卫生间 民水电 随时入住 开间,仅剩1间,40.00㎡,1间在租,1室0厅1卫,null,null,null,2200,独栋公寓|月租|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/86907.html,null
整租·鸿运花园 2室1厅 南,海珠,客村,鸿运花园,60.00㎡,南,2室1厅1卫,中楼层 （8层）,4800,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046804629655650304.html,1天前维护
独栋·轻奢欧寓 高科嶺寓 年租 首月免租 软件园公寓 独栋公寓 开间,仅剩1间,40.00㎡,1间在租,1室0厅1卫,null,null,null,2700,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/86907.html,null
整租·万科云城米酷 1室0厅 南,天河,智慧城,万科云城米酷,35.00㎡,南,1室0厅1卫,中楼层 （12层）,1900,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046863085808910336.html,2天前维护
合租·保利罗兰国际 4居室 北卧,黄埔,科学城,保利罗兰国际,10.50㎡,北,4室1厅1卫,中楼层 （33层）,1533,公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784973152678313984.html,10天前维护
合租·海珠半岛花园 3居室 北卧,海珠,滨江东,海珠半岛花园,12.60㎡,北,3室1厅1卫,高楼层 （31层）,1848,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1788925086225399808.html,今天维护
合租·新溪苑小区 4居室 北卧,黄埔,黄埔区府,新溪苑小区,8.40㎡,北,4室1厅1卫,高楼层 （30层）,1354,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1794763975074775040.html,1天前维护
合租·江海新苑 4居室 北卧,海珠,赤岗,江海新苑,12.57㎡,北,4室1厅2卫,高楼层 （30层）,1984,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1799138799796617216.html,今天维护
合租·润粤大厦 4居室 南卧,越秀,水荫,润粤大厦,12.10㎡,南,4室1厅2卫,中楼层 （33层）,2824,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1819785664166625280.html,今天维护
合租·晓港湾 4居室 西南卧,海珠,东晓南,晓港湾,6.10㎡,西南,4室1厅2卫,高楼层 （32层）,1291,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1806735000901517312.html,今天维护
合租·珠江大家庭花园 4居室 西卧,海珠,琶洲中,珠江大家庭花园,14.00㎡,西,4室1厅2卫,高楼层 （12层）,2690,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1860296747952111616.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,110.00㎡,南,4室2厅2卫,中楼层 （32层）,2866,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2003054636000346112.html,null
合租·富力半岛 4居室 北卧,精选,白云,罗冲围,富力半岛,6.50㎡,北,4室1厅1卫,1060,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1789602377926443008.html,1天前维护
整租·锦绣半岛东区 3室2厅 南/西北,番禺,南浦,锦绣半岛东区,115.00㎡,南 西北,3室2厅2卫,低楼层 （26层）,3800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046798875162836992.html,2天前维护
合租·六运小区 3居室 东卧,精选,天河,天河南,六运小区,7.90㎡,东,3室1厅1卫,1984,新上|公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1794806496979058688.html,3天前维护
整租·信达金茂广场 1室1厅 南/北,天河,沙太南,信达金茂广场,48.00㎡,南 北,1室1厅1卫,高楼层 （29层）,4200,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046845997069369344.html,1天前维护
合租·鸿翔大厦 4居室 东卧,精选,天河,天润路,鸿翔大厦,7.50㎡,东,4室1厅2卫,1711,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1870378354549456896.html,今天维护
整租·景云居 2室2厅 南,白云,大金钟路,景云居,73.73㎡,南,2室2厅1卫,高楼层 （9层）,2500,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046955930590904320.html,1天前维护
合租·天誉华庭 4居室 北卧,精选,天河,龙口西,天誉华庭,7.35㎡,北,4室1厅1卫,1774,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1861789346428878848.html,1天前维护
整租·珠光高派华庭 3室2厅 东南/南,海珠,滨江东,珠光高派华庭,147.59㎡,东南 南,3室2厅2卫,高楼层 （31层）,7500,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046817744350871552.html,1天前维护
合租·怡港花园 4居室 南卧,精选,黄埔,黄埔区府,怡港花园,10.50㎡,南,4室1厅2卫,1396,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1901261518389903360.html,今天维护
整租·金碧花园第一金碧 2室2厅 南/北,海珠,金碧,金碧花园第一金碧,78.00㎡,南 北,2室2厅1卫,高楼层 （32层）,4500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2047141710718304256.html,今天维护
整租·惠城花园 1室1厅 东,荔湾,龙津,惠城花园,52.00㎡,东,1室1厅1卫,低楼层 （29层）,3200,业主自荐|新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047280260503830528.html,今天维护
整租·敏捷绿湖首府三期 3室2厅 南,增城,石滩镇,敏捷绿湖首府三期,103.00㎡,南,3室2厅2卫,高楼层 （32层）,1500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2027993968255434752.html,null
整租·杏坛小区 3室1厅 北,海珠,宝岗,杏坛小区,76.76㎡,北,3室1厅1卫,高楼层 （9层）,3300,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046459008872611840.html,1天前维护
整租·佳大花漾时光 1室1厅 南,增城,新塘北,佳大花漾时光,43.90㎡,南,1室1厅1卫,中楼层 （17层）,1600,,https://gz.lianjia.com/zufang//zufang/GZ2043160022073999360.html,今天维护
整租·敏捷绿湖首府三期 3室2厅 北,增城,石滩镇,敏捷绿湖首府三期,84.45㎡,北,3室2厅1卫,中楼层 （32层）,1200,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1962002093673807872.html,4天前维护
整租·中鼎君和名城 2室1厅 北,黄埔,黄埔区府,中鼎君和名城,78.00㎡,北,2室1厅1卫,高楼层 （33层）,4300,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046894977039990784.html,1天前维护
整租·阳光城丽景湾 3室2厅 南/北,南沙,进港大道,阳光城丽景湾,131.00㎡,南 北,3室2厅2卫,高楼层 （30层）,2500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046590677101314048.html,1天前维护
整租·万科桃源里 2室1厅 南,增城,派潭镇,万科桃源里,70.00㎡,南,2室1厅1卫,低楼层 （33层）,1200,,https://gz.lianjia.com/zufang//zufang/GZ2034865079622565888.html,2天前维护
整租·力诚凯怡湾 3室2厅 南,增城,新塘南,力诚凯怡湾,85.00㎡,南,3室2厅1卫,高楼层 （18层）,2500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046147827934953472.html,4天前维护
整租·保利金沙大都汇 2室2厅 南,白云,金沙洲,保利金沙大都汇,79.10㎡,南,2室2厅2卫,低楼层 （18层）,4200,业主自荐|新上|近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047145338128564224.html,今天维护
