"爬取数量: 3000, 更新时间: 2025-06-25 16:11:39"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·宝翠园 5室2厅 北,天河,龙洞,宝翠园,183.00㎡,北,5室2厅3卫,高楼层 （16层）,12000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048246451208716288.html,2天前维护
合租·恒安大厦 4居室 东卧,天河,员村,恒安大厦,6.67㎡,东,4室1厅2卫,中楼层 （29层）,1428,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2031339936438812672.html,今天维护
整租·合景天峻 1室1厅 南/北,黄埔,知识城,合景天峻,29.00㎡,南 北,1室1厅1卫,高楼层 （33层）,1600,新上|精装,https://gz.lianjia.com/zufang/GZ2048796423767457792.html,今天维护
合租·吉祥北街 3居室 南卧,番禺,洛溪,吉祥北街,11.30㎡,南,3室1厅1卫,低楼层 （7层）,1323,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ2018178355102220288.html,11天前维护
整租·上雅君庭 2室2厅 西南,从化,太平镇,上雅君庭,76.00㎡,西南,2室2厅1卫,中楼层 （21层）,1700,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048322104864014336.html,1天前维护
合租·银都大厦 5居室 南卧,番禺,市桥,银都大厦,7.60㎡,南,5室1厅2卫,低楼层 （28层）,1144,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2018230635474190336.html,今天维护
整租·富力新居 2室1厅 南,荔湾,南岸路,富力新居,70.00㎡,南,2室1厅1卫,高楼层 （9层）,2300,新上|近地铁,https://gz.lianjia.com/zufang/GZ2047576918353510400.html,1天前维护
合租·芳华花园洛涛居北区 4居室 南卧,番禺,洛溪,芳华花园洛涛居北区,10.70㎡,南,4室1厅1卫,低楼层 （6层）,1354,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2032357268468531200.html,今天维护
整租·华南理工大学宿舍南秀村 3室2厅 北,天河,五山,华南理工大学宿舍南秀村,99.00㎡,北,3室2厅2卫,中楼层 （9层）,5300,新上|双卫生间,https://gz.lianjia.com/zufang/GZ2048246711687577600.html,今天维护
合租·美好居 4居室 北卧,天河,车陂,美好居,9.60㎡,北,4室1厅2卫,高楼层 （19层）,1638,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2032069845666758656.html,今天维护
整租·广东工业大学沙河校区 1室1厅 南,天河,沙河,广东工业大学沙河校区,40.00㎡,南,1室1厅1卫,中楼层 （9层）,2800,新上|近地铁,https://gz.lianjia.com/zufang/GZ2047929163989385216.html,2天前维护
合租·理想蓝堡国际花园 4居室 东卧,天河,天河公园,理想蓝堡国际花园,7.20㎡,东,4室1厅2卫,低楼层 （29层）,1459,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2032786263840391168.html,今天维护
整租·盈港国际 1室1厅 南,南沙,进港大道,盈港国际,50.00㎡,南,1室1厅1卫,中楼层 （42层）,1250,精装,https://gz.lianjia.com/zufang/GZ2018167366893961216.html,4天前维护
合租·南兴花园(天河区) 4居室 北卧,天河,天河客运站,南兴花园(天河区),6.90㎡,北,4室1厅2卫,低楼层 （18层）,1323,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2020727819033640960.html,今天维护
合租·保利罗兰国际 4居室 东卧,黄埔,科学城,保利罗兰国际,5.63㎡,东,4室1厅1卫,低楼层 （33层）,1081,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2022151407091580928.html,今天维护
合租·罗马家园 5居室 南卧,海珠,沥滘,罗马家园,18.90㎡,南,5室1厅2卫,低楼层 （18层）,2509,公寓|独立卫生间|月租|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2037571513091096576.html,今天维护
合租·嘉仕花园东区 3居室 东北卧,海珠,滨江东,嘉仕花园东区,10.10㎡,东北,3室1厅1卫,低楼层 （33层）,1428,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2038083899451506688.html,今天维护
合租·旭日雅苑 5居室 南卧,天河,员村,旭日雅苑,12.60㎡,南,5室2厅3卫,高楼层 （11层）,2719,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2037953175314497536.html,今天维护
合租·新世界东逸花园 4居室 西南卧,天河,天河公园,新世界东逸花园,9.91㎡,西南,4室1厅2卫,高楼层 （24层）,1774,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2038210753470660608.html,今天维护
整租·鸿翔大厦 1室1厅 北,天河,天润路,鸿翔大厦,41.02㎡,北,1室1厅1卫,中楼层 （29层）,4546,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1842959129061097472.html,今天维护
整租·碧桂园豪进左岸 3室2厅 南/北,增城,石滩镇,碧桂园豪进左岸,110.52㎡,南 北,3室2厅2卫,高楼层 （30层）,2300,精装|双卫生间,https://gz.lianjia.com/zufang/GZ1927961094068895744.html,2天前维护
合租·德荣小区 4居室 北卧,精选,天河,龙口西,德荣小区,13.20㎡,北,4室1厅1卫,2058,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ2045692634013368320.html,8天前维护
整租·城启荔港南湾 3室1厅 西南,荔湾,南岸路,城启荔港南湾,105.00㎡,西南,3室1厅2卫,高楼层 （25层）,4550,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2048283142577455104.html,1天前维护
合租·御华苑 3居室 西卧,精选,天河,龙口东,御华苑,6.60㎡,西,3室1厅1卫,1396,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1988139603424444416.html,今天维护
整租·盈港国际 1室1厅 南,南沙,进港大道,盈港国际,50.00㎡,南,1室1厅1卫,中楼层 （42层）,1250,精装,https://gz.lianjia.com/zufang/GZ2018167366893961216.html,4天前维护
合租·云裳丽影 4居室 东南卧,精选,白云,同和,云裳丽影,6.30㎡,东南,4室1厅2卫,1249,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang/GZ1988837387404312576.html,今天维护
整租·新都盛世名门 2室2厅 北,增城,白江,新都盛世名门,85.00㎡,北,2室2厅1卫,低楼层 （29层）,2200,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048332798904762368.html,2天前维护
合租·保利花园 4居室 北卧,精选,海珠,工业大道中,保利花园,12.47㎡,北,4室1厅2卫,1743,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1915791761863606272.html,今天维护
整租·广氮新村 3室1厅 南,天河,车陂,广氮新村,75.00㎡,南,3室1厅1卫,低楼层 （9层）,4000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048346810195378176.html,今天维护
合租·南国奥园 4居室 北卧,精选,番禺,汉溪长隆,南国奥园,12.00㎡,北,4室1厅2卫,1291,公寓|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1998356966375686144.html,今天维护
整租·五羊小区 2室1厅 南,越秀,五羊新城,五羊小区,68.00㎡,南,2室1厅1卫,高楼层 （9层）,4500,新上|近地铁,https://gz.lianjia.com/zufang/GZ2048785928536719360.html,今天维护
合租·丽江花园丽荃楼 4居室 东北卧,精选,番禺,南浦,丽江花园丽荃楼,11.96㎡,东北,4室1厅2卫,1711,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2000072296626126848.html,今天维护
整租·润粤大厦 3室2厅 东北,越秀,水荫,润粤大厦,117.00㎡,东北,3室2厅2卫,低楼层 （33层）,8500,新上|双卫生间,https://gz.lianjia.com/zufang/GZ2048794579926253568.html,今天维护
合租·时代玫瑰园 4居室 东卧,精选,白云,黄边,时代玫瑰园,9.80㎡,东,4室1厅1卫,1606,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034609397946122240.html,今天维护
整租·天伦东时区 3室2厅 南,黄埔,黄埔区府,天伦东时区,96.00㎡,南,3室2厅1卫,低楼层 （18层）,4300,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047949970333499392.html,2天前维护
合租·金域蓝湾 4居室 北卧,精选,白云,金沙洲,金域蓝湾,12.10㎡,北,4室1厅2卫,2058,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034832054977298432.html,今天维护
整租·福和雅苑 2室1厅 东南,白云,人和,福和雅苑,65.00㎡,东南,2室1厅1卫,低楼层 （13层）,1800,新上,https://gz.lianjia.com/zufang/GZ2048248614832046080.html,1天前维护
合租·德荣小区 3居室 西卧,精选,天河,龙口西,德荣小区,11.00㎡,西,3室1厅1卫,1984,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2035231875970105344.html,今天维护
整租·和贵坊 1室0厅 南,黄埔,大沙地,和贵坊,36.00㎡,南,1室0厅1卫,中楼层 （13层）,1451,新上,https://gz.lianjia.com/zufang/GZ2048291995805286400.html,1天前维护
合租·逸景翠园 3居室 北卧,精选,海珠,广州大道南,逸景翠园,15.00㎡,北,3室1厅1卫,1984,公寓|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2035289165540622336.html,今天维护
整租·冼村三期回迁房 3室2厅 北,天河,珠江新城中,冼村三期回迁房,105.00㎡,北,3室2厅2卫,低楼层 （33层）,9000,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2047977168146792448.html,3天前维护
合租·保利花园 4居室 南卧,精选,海珠,工业大道中,保利花园,7.40㎡,南,4室1厅2卫,1396,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ2026706594095431680.html,1天前维护
整租·雅居乐剑桥汇 4室2厅 南,番禺,雅居乐,雅居乐剑桥汇,284.00㎡,南,4室2厅4卫,中楼层 （48层）,21000,新上|近地铁,https://gz.lianjia.com/zufang/GZ2048286509643071488.html,1天前维护
合租·南粤阁 4居室 东卧,精选,天河,林和,南粤阁,9.70㎡,东,4室1厅1卫,1774,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2018226875842691072.html,今天维护
整租·建设二马路 1室1厅 南,精选,越秀,建设路,建设二马路,40.00㎡,南,1室1厅1卫,4368,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1998399148184829952.html,今天维护
整租·富景花园 1室1厅 北,精选,海珠,新港西,富景花园,35.00㎡,北,1室1厅1卫,3706,公寓|月租|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1925830901409775616.html,今天维护
整租·耀星华庭 1室1厅 西,天河,林和,耀星华庭,24.74㎡,西,1室1厅1卫,低楼层 （31层）,3706,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ1947292824483397632.html,2天前维护
整租·起义路 2室1厅 东,越秀,解放南,起义路,37.00㎡,东,2室1厅1卫,高楼层 （6层）,2900,新上,https://gz.lianjia.com/zufang/GZ2048276838584680448.html,2天前维护
整租·万科未来森林 3室1厅 东南,白云,马务,万科未来森林,83.00㎡,东南,3室1厅2卫,低楼层 （30层）,6000,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048323006341578752.html,2天前维护
整租·碧桂园豪园荔山苑 3室2厅 南,增城,增城碧桂园,碧桂园豪园荔山苑,118.00㎡,南,3室2厅2卫,高楼层 （22层）,1400,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2040794069310898176.html,null
整租·盘福路 2室1厅 西南,越秀,盘福,盘福路,15.95㎡,西南,2室1厅1卫,低楼层 （6层）,2800,业主自荐|新上|近地铁|随时看房,https://gz.lianjia.com/zufang/GZ2023286857038561280.html,2天前维护
合租·万科东荟城 5居室 西卧,黄埔,香雪,万科东荟城,9.00㎡,西,5室1厅2卫,低楼层 （33层）,1249,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034398544252633088.html,今天维护
整租·萝岗万达广场 1室1厅 南,黄埔,科学城,萝岗万达广场,71.00㎡,南,1室1厅1卫,中楼层 （28层）,3000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048664150430711808.html,今天维护
合租·万科东荟城 5居室 南卧,黄埔,香雪,万科东荟城,11.45㎡,南,5室1厅2卫,低楼层 （32层）,1879,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034609812494352384.html,今天维护
整租·岭南新世界 3室2厅 东北,白云,嘉禾望岗,岭南新世界,99.00㎡,东北,3室2厅1卫,高楼层 （15层）,5600,新上,https://gz.lianjia.com/zufang/GZ2048352247309402112.html,1天前维护
合租·北丽园 4居室 南卧,番禺,市桥,北丽园,12.70㎡,南,4室1厅1卫,高楼层 （6层）,1186,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1986848621093453824.html,今天维护
整租·基立新村 2室1厅 东南,海珠,前进路,基立新村,60.84㎡,东南,2室1厅1卫,高楼层 （7层）,2900,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047983929314508800.html,2天前维护
合租·都市兰亭花园 4居室 北卧,天河,员村,都市兰亭花园,8.02㎡,北,4室1厅2卫,低楼层 （12层）,1564,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1988699027734003712.html,今天维护
整租·富宾星悦国际 1室1厅 东南,番禺,市桥北,富宾星悦国际,50.00㎡,东南,1室1厅1卫,高楼层 （12层）,2800,新上|近地铁,https://gz.lianjia.com/zufang/GZ2047574867464683520.html,3天前维护
合租·文冲回迁房八期 5居室 西卧,黄埔,文冲,文冲回迁房八期,8.84㎡,西,5室1厅3卫,低楼层 （33层）,1354,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ1906767288577556480.html,今天维护
合租·誉山国际13期誉璟公寓 2居室 北卧,增城,永宁,誉山国际13期誉璟公寓,30.00㎡,北,2室0厅2卫,高楼层 （18层）,800,新上|随时看房,https://gz.lianjia.com/zufang/GZ2047994195272007680.html,1天前维护
合租·云裳丽影 5居室 北卧,白云,同和,云裳丽影,11.30㎡,北,5室1厅2卫,中楼层 （25层）,1638,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1991270811603828736.html,今天维护
整租·实地蔷薇国际 4室1厅 东南,增城,荔城西区,实地蔷薇国际,140.00㎡,东南,4室1厅2卫,高楼层 （31层）,1800,新上|双卫生间,https://gz.lianjia.com/zufang/GZ2048337690251755520.html,今天维护
合租·萝岗和苑 4居室 西卧,黄埔,科学城,萝岗和苑,5.20㎡,西,4室1厅1卫,低楼层 （33层）,1081,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ1917885976076615680.html,今天维护
整租·美的江上沄启 2室1厅 南,南沙,明珠湾,美的江上沄启,62.40㎡,南,2室1厅2卫,中楼层 （21层）,2500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2047895411384909824.html,今天维护
合租·富力半岛 4居室 西卧,白云,罗冲围,富力半岛,5.30㎡,西,4室1厅2卫,低楼层 （26层）,1039,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1996833743502835712.html,今天维护
整租·湾区·金融城 3室2厅 北,南沙,明珠湾,湾区·金融城,90.00㎡,北,3室2厅2卫,低楼层 （37层）,3000,业主自荐|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2042915291444281344.html,null
合租·嘉宝华庭 4居室 西卧,天河,龙口西,嘉宝华庭,15.20㎡,西,4室1厅2卫,中楼层 （29层）,2898,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1993293516536545280.html,今天维护
整租·恒大山水郡 3室1厅 东南,增城,中新镇,恒大山水郡,87.00㎡,东南,3室1厅1卫,中楼层 （26层）,1500,新上|精装,https://gz.lianjia.com/zufang/GZ2047871219025313792.html,3天前维护
合租·保利罗兰国际 4居室 南卧,黄埔,科学城,保利罗兰国际,10.00㎡,南,4室1厅2卫,中楼层 （33层）,1690,公寓|独立卫生间|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang/GZ1996833819050639360.html,1天前维护
整租·保利心语 3室1厅 北,天河,珠江新城中,保利心语,110.44㎡,北,3室1厅2卫,低楼层 （32层）,11000,新上|近地铁|双卫生间,https://gz.lianjia.com/zufang/GZ2048262702249279488.html,2天前维护
合租·金穗大厦 5居室 东卧,天河,体育中心,金穗大厦,22.51㎡,东,5室1厅3卫,中楼层 （33层）,2446,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ1920537642735239168.html,1天前维护
整租·实地常春藤 3室2厅 北,黄埔,黄埔永和,实地常春藤,96.00㎡,北,3室2厅2卫,低楼层 （32层）,1900,新上|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2048312636298231808.html,1天前维护
合租·六运小区 3居室 南卧,天河,天河南,六运小区,13.70㎡,南,3室1厅1卫,中楼层 （9层）,2268,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1925179973014913024.html,今天维护
合租·美林湖畔花园 5居室 东卧,天河,东圃,美林湖畔花园,7.25㎡,东,5室1厅3卫,高楼层 （6层）,1428,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang/GZ1929815786663182336.html,今天维护
合租·保利香雪山花园 5居室 东卧,黄埔,科学城,保利香雪山花园,7.30㎡,东,5室1厅2卫,低楼层 （10层）,1230,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang/GZ1999833190532907008.html,1天前维护
合租·龙光峰景华庭 4居室 南卧,黄埔,科学城,龙光峰景华庭,8.50㎡,南,4室1厅1卫,高楼层 （18层）,1160,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang/GZ2000548142000373760.html,今天维护
合租·远洋明珠大厦 4居室 东卧,天河,珠江新城西,远洋明珠大厦,9.36㎡,东,4室1厅2卫,高楼层 （25层）,2163,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2001444921961086976.html,今天维护
合租·怡乐园(番禺) 4居室 南卧,番禺,市桥,怡乐园(番禺),15.80㎡,南,4室1厅1卫,低楼层 （7层）,1291,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034216382194778112.html,今天维护
合租·文冲新村一、二期 4居室 南卧,黄埔,文冲,文冲新村一、二期,14.84㎡,南,4室1厅2卫,低楼层 （34层）,1669,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ2034215746317320192.html,今天维护
整租·祈福新村湖景居 2室2厅 南,番禺,祈福新村,祈福新村湖景居,58.70㎡,南,2室2厅1卫,高楼层 （4层）,2600,新上|精装,https://gz.lianjia.com/zufang/GZ2048379482452000768.html,1天前维护
整租·富景花园 1室1厅 北,精选,海珠,新港西,富景花园,35.00㎡,北,1室1厅1卫,3706,公寓|月租|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang/GZ1925830901409775616.html,今天维护
整租·德安新村 3室2厅 南,番禺,市桥,德安新村,117.00㎡,南,3室2厅1卫,中楼层 （7层）,2600,新上|近地铁|随时看房,https://gz.lianjia.com/zufang/GZ2048235186809733120.html,1天前维护
整租·金沙湾花园金沙御苑 3室2厅 东,番禺,沙湾,金沙湾花园金沙御苑,139.00㎡,东,3室2厅2卫,中楼层 （24层）,4200,新上|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2048252889578602496.html,2天前维护
整租·盈彩美居 3室2厅 南,天河,东圃,盈彩美居,108.00㎡,南,3室2厅2卫,中楼层 （12层）,4800,新上|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048730058889101312.html,今天维护
整租·奥园誉峯 3室2厅 北,增城,永宁,奥园誉峯,85.00㎡,北,3室2厅1卫,高楼层 （32层）,1680,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2047868093320921088.html,3天前维护
整租·嘉诚国际公寓 2室1厅 东南/西南,越秀,水荫,嘉诚国际公寓,106.00㎡,东南 西南,2室1厅1卫,高楼层 （29层）,6500,,https://gz.lianjia.com/zufang/GZ2041703610785464320.html,null
整租·粤信广场 2室1厅 东/南,海珠,赤岗,粤信广场,65.00㎡,东 南,2室1厅1卫,中楼层 （9层）,4600,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048286444081905664.html,1天前维护
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,广州敏捷绿湖首府,90.00㎡,北,3室2厅1卫,低楼层 （33层）,1400,精装|随时看房,https://gz.lianjia.com/zufang/GZ2006767310601191424.html,2天前维护
整租·星汇湾花园 4室2厅 东南,海珠,工业大道中,星汇湾花园,104.00㎡,东南,4室2厅2卫,低楼层 （50层）,7200,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048302547533299712.html,1天前维护
整租·周门小区周门街 2室1厅 南,荔湾,周门,周门小区周门街,55.00㎡,南,2室1厅1卫,高楼层 （9层）,4000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048284173570932736.html,1天前维护
整租·珠岛花园 1室1厅 东,荔湾,大坦沙,珠岛花园,43.00㎡,东,1室1厅1卫,中楼层 （17层）,2600,新上|随时看房,https://gz.lianjia.com/zufang/GZ2048230198402351104.html,今天维护
整租·碧桂园天玺湾 3室2厅 东南,南沙,进港大道,碧桂园天玺湾,89.00㎡,东南,3室2厅1卫,高楼层 （31层）,2200,精装|随时看房,https://gz.lianjia.com/zufang/GZ2033532980302970880.html,今天维护
整租·越秀国际总部广场 4室2厅 北,南沙,金洲,越秀国际总部广场,64.00㎡,北,4室2厅3卫,低楼层 （34层）,2100,近地铁|精装,https://gz.lianjia.com/zufang/GZ2023076873470214144.html,2天前维护
整租·富力天海湾 1室1厅 南,南沙,明珠湾,富力天海湾,58.50㎡,南,1室1厅1卫,低楼层 （31层）,2000,,https://gz.lianjia.com/zufang/GZ2041152998146572288.html,null
整租·祥景花园雍翠园 2室2厅 北,白云,黄石,祥景花园雍翠园,77.00㎡,北,2室2厅1卫,中楼层 （13层）,3000,新上|随时看房,https://gz.lianjia.com/zufang/GZ2047974121710551040.html,今天维护
整租·碧桂园东湖1号 2室1厅 东南,增城,荔城增江,碧桂园东湖1号,86.00㎡,东南,2室1厅1卫,高楼层 （15层）,1600,精装,https://gz.lianjia.com/zufang/GZ2040995119452127232.html,null
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,123.00㎡,南,3室2厅2卫,高楼层 （32层）,1920,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1925520063754928128.html,2天前维护
合租·美的江上沄启 2居室 南卧,南沙,明珠湾,美的江上沄启,30.00㎡,南,2室2厅2卫,中楼层 （21层）,1000,随时看房,https://gz.lianjia.com/zufang/GZ2001968209523113984.html,null
整租·碧桂园琥珀湾 3室2厅 南/北,增城,石滩镇,碧桂园琥珀湾,108.00㎡,南 北,3室2厅2卫,低楼层 （26层）,1800,双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027978274134556672.html,null
整租·万科桃源里 3室2厅 南,增城,派潭镇,万科桃源里,100.00㎡,南,3室2厅2卫,低楼层 （18层）,1500,双卫生间,https://gz.lianjia.com/zufang/GZ2016350690456109056.html,null
整租·第十甫路 1室0厅 南,荔湾,西关,第十甫路,25.00㎡,南,1室0厅1卫,中楼层 （5层）,1950,精装,https://gz.lianjia.com/zufang/GZ2002981058420670464.html,null
整租·实地蔷薇国际 3室2厅 南,增城,荔城西区,实地蔷薇国际,96.00㎡,南,3室2厅2卫,高楼层 （32层）,1324,双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2034468401316888576.html,1天前维护
整租·天马丽苑二期 3室2厅 南,花都,铁路西,天马丽苑二期,99.00㎡,南,3室2厅1卫,高楼层 （33层）,1700,新上,https://gz.lianjia.com/zufang/GZ2048251725353058304.html,2天前维护
整租·东方文德森岛湖 3室1厅 南,花都,花城街,东方文德森岛湖,98.00㎡,南,3室1厅2卫,中楼层 （32层）,2500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2047958517024817152.html,1天前维护
合租·越秀国际总部广场 1居室 北卧,南沙,金洲,越秀国际总部广场,30.00㎡,北,1室1厅1卫,高楼层 （38层）,1380,新上|近地铁|随时看房,https://gz.lianjia.com/zufang/GZ2047883329872592896.html,3天前维护
整租·江南西路 3室1厅 东南,海珠,江南西,江南西路,81.00㎡,东南,3室1厅1卫,中楼层 （8层）,5000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047168436747894784.html,4天前维护
整租·华贵苑 3室2厅 南,花都,旧区,华贵苑,94.00㎡,南,3室2厅1卫,中楼层 （24层）,2200,新上|精装,https://gz.lianjia.com/zufang/GZ2048322271029755904.html,今天维护
