"爬取数量: 1650, 更新时间: 2025-06-21 19:59:34"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
合租·六运小区 3居室 东卧,精选,天河,天河南,六运小区,7.90㎡,东,3室1厅1卫,1984,新上|公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1794806496979058688.html,3天前维护
整租·美的江上沄启 1室0厅 南,南沙,明珠湾,美的江上沄启,40.00㎡,南,1室0厅1卫,中楼层 （21层）,850,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046537844117209088.html,1天前维护
合租·城启荔港南湾 4居室 东卧,精选,荔湾,南岸路,城启荔港南湾,5.65㎡,东,4室1厅2卫,1113,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1832101869674037248.html,今天维护
整租·晓港湾 1室1厅 东南,海珠,东晓南,晓港湾,38.00㎡,东南,1室1厅1卫,高楼层 （9层）,3100,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2044739797800452096.html,null
合租·保利花园 3居室 北卧,精选,海珠,工业大道中,保利花园,8.10㎡,北,3室1厅2卫,1669,公寓|拎包入住|近地铁|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1844768142543290368.html,11天前维护
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,100.00㎡,南,3室2厅2卫,高楼层 （30层）,1350,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2015705833458892800.html,null
合租·岭南新世界 4居室 北卧,精选,白云,嘉禾望岗,岭南新世界,11.00㎡,北,4室1厅1卫,1669,公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1944017555609878528.html,2天前维护
整租·中建弘阳德信湾璟壹号 4室2厅 南,南沙,万顷沙,中建弘阳德信湾璟壹号,108.00㎡,南,4室2厅2卫,高楼层 （33层）,3000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2023661394439700480.html,null
合租·天誉华庭 4居室 北卧,精选,天河,龙口西,天誉华庭,7.35㎡,北,4室1厅1卫,1774,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1861789346428878848.html,1天前维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,110.00㎡,南,4室2厅2卫,中楼层 （32层）,2866,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2003054636000346112.html,null
整租·星汇园 2室1厅 北,天河,珠江新城西,星汇园,94.10㎡,北,2室1厅1卫,低楼层 （33层）,10489,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1889009887468322816.html,今天维护
整租·远洋天骄广场 1室1厅 东,天河,天河客运站,远洋天骄广场,46.47㎡,东,1室1厅1卫,低楼层 （15层）,3559,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1916551668263026688.html,12天前维护
整租·侨林苑 1室1厅 北,天河,林和,侨林苑,36.02㎡,北,1室1厅1卫,中楼层 （22层）,4336,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1858847449653706752.html,今天维护
整租·富力万科云启 1室1厅 南,天河,车陂,富力万科云启,30.60㎡,南,1室1厅1卫,中楼层 （4层）,3349,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1881403685435604992.html,9天前维护
整租·合生广场 1室1厅 南,海珠,广州大道南,合生广场,49.09㎡,南,1室1厅1卫,中楼层 （26层）,5071,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1895172351599837184.html,今天维护
整租·创逸雅苑 1室1厅 西,天河,龙口东,创逸雅苑,45.96㎡,西,1室1厅1卫,低楼层 （31层）,4924,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1929597499203387392.html,今天维护
整租·保利金融大都汇 1室1厅 南,天河,金融城,保利金融大都汇,53.89㎡,南,1室1厅1卫,中楼层 （39层）,5239,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1992290899840729088.html,6天前维护
整租·南沙湾石奥 1室1厅 东南/南,南沙,南沙港,南沙湾石奥,90.40㎡,东南 南,1室1厅1卫,低楼层 （8层）,3300,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046800012951683072.html,2天前维护
合租·品秀星樾 4居室 南卧,黄埔,香雪,品秀星樾,13.11㎡,南,4室1厅2卫,低楼层 （33层）,1848,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999026715745058816.html,今天维护
整租·美心花园 3室1厅 东南,番禺,市桥东,美心花园,68.00㎡,东南,3室1厅1卫,中楼层 （7层）,2000,新上,https://gz.lianjia.com/zufang//zufang/GZ2046912431686418432.html,2天前维护
合租·佰利山 5居室 南卧,番禺,雅居乐,佰利山,13.72㎡,南,5室1厅2卫,中楼层 （32层）,1774,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784646572403851264.html,1天前维护
整租·尚东数字居 1室1厅 北,番禺,星河湾,尚东数字居,53.00㎡,北,1室1厅2卫,中楼层 （21层）,3300,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046926702960967680.html,2天前维护
合租·翠湖山庄 4居室 东卧,天河,天河公园,翠湖山庄,8.06㎡,东,4室1厅2卫,低楼层 （17层）,2194,公寓|独立卫生间|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1960050831625551872.html,10天前维护
整租·南沙大都汇 2室1厅 南,南沙,金洲,南沙大都汇,53.61㎡,南,2室1厅1卫,低楼层 （28层）,1700,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046886090391945216.html,2天前维护
整租·黄埔中央城 3室1厅 南,黄埔,香雪,黄埔中央城,131.34㎡,南,3室1厅2卫,中楼层 （39层）,4819,公寓|拎包入住|精装|押一付一|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1855121925798363136.html,今天维护
整租·万科云城米酷 1室1厅 南,天河,智慧城,万科云城米酷,25.00㎡,南,1室1厅1卫,中楼层 （12层）,2700,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046946366751506432.html,1天前维护
整租·纵横公寓 1室1厅 北,海珠,赤岗,纵横公寓,67.00㎡,北,1室1厅1卫,中楼层 （30层）,5030,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1944709340187328512.html,今天维护
整租·南沙万达广场 1室0厅 东,南沙,金洲,南沙万达广场,39.00㎡,东,1室0厅1卫,高楼层 （26层）,1400,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046858922496622592.html,1天前维护
合租·花城湾畔 3居室 南卧,海珠,滨江中,花城湾畔,14.10㎡,南,3室1厅1卫,中楼层 （35层）,2404,新上|公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784304061655285760.html,3天前维护
整租·暹岗花园 1室1厅 北,黄埔,科学城,暹岗花园,55.00㎡,北,1室1厅1卫,中楼层 （32层）,3000,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047245482727571456.html,今天维护
合租·金豪嘉苑 4居室 南卧,海珠,滨江东,金豪嘉苑,7.20㎡,南,4室1厅2卫,高楼层 （26层）,1711,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1784651411271712768.html,今天维护
整租·奥园城市天地 1室1厅 南,番禺,汉溪长隆,奥园城市天地,45.00㎡,南,1室1厅1卫,高楼层 （22层）,2800,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046910344655273984.html,1天前维护
合租·文冲新村四期 4居室 北卧,黄埔,文冲,文冲新村四期,9.17㎡,北,4室1厅2卫,中楼层 （32层）,1459,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784646671968239616.html,1天前维护
整租·万科东荟城 2室2厅 北,黄埔,香雪,万科东荟城,70.00㎡,北,2室2厅1卫,中楼层 （28层）,2500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046890380657426432.html,1天前维护
合租·晓港湾 4居室 西南卧,海珠,东晓南,晓港湾,6.10㎡,西南,4室1厅2卫,高楼层 （32层）,1291,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1806735000901517312.html,今天维护
整租·金泽华庭 3室2厅 南,增城,新塘南,金泽华庭,101.00㎡,南,3室2厅1卫,低楼层 （20层）,2300,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046926531292299264.html,1天前维护
合租·珠江俊园 5居室 西卧,天河,华景新城,珠江俊园,13.50㎡,西,5室1厅2卫,中楼层 （28层）,2360,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1862485556571668480.html,今天维护
整租·实地蔷薇国际 3室2厅 北,增城,荔城西区,实地蔷薇国际,86.00㎡,北,3室2厅1卫,中楼层 （32层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2806504118946889728.html,null
合租·新世界东逸花园 3居室 南卧,天河,天河公园,新世界东逸花园,9.92㎡,南,3室1厅1卫,低楼层 （28层）,1984,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1882045512459223040.html,2天前维护
整租·广州气象卫星地面站 2室1厅 南/北,天河,五山,广州气象卫星地面站,66.50㎡,南 北,2室1厅1卫,中楼层 （6层）,3200,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046846599031685120.html,2天前维护
合租·富力院士庭 3居室 北卧,天河,粤垦,富力院士庭,6.90㎡,北,3室1厅1卫,高楼层 （25层）,1564,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1927447714623127552.html,3天前维护
合租·鸿景园 4居室 北卧,天河,天润路,鸿景园,13.40㎡,北,4室1厅2卫,中楼层 （32层）,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1935424240954114048.html,今天维护
合租·华苑大厦 3居室 南卧,天河,体育中心,华苑大厦,10.00㎡,南,3室1厅1卫,低楼层 （30层）,1921,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1989262116174954496.html,今天维护
合租·嘉宝华庭 4居室 西卧,天河,龙口西,嘉宝华庭,15.20㎡,西,4室1厅2卫,中楼层 （29层）,2898,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1993293516536545280.html,今天维护
合租·富景花苑 4居室 西卧,天河,天河南,富景花苑,12.78㎡,西,4室1厅2卫,中楼层 （9层）,1984,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1936848952590598144.html,2天前维护
合租·新溪苑小区 4居室 东卧,黄埔,黄埔区府,新溪苑小区,10.09㎡,东,4室1厅1卫,高楼层 （30层）,1396,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1959206403335782400.html,今天维护
合租·可逸豪苑 4居室 南卧,海珠,宝岗,可逸豪苑,11.20㎡,南,4室1厅2卫,中楼层 （32层）,2163,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1774378806061039616.html,今天维护
整租·珠光御景山水城 3室2厅 南/北,从化,江浦街,珠光御景山水城,90.00㎡,南 北,3室2厅2卫,低楼层 （32层）,1700,业主自荐|新上|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046813289509289984.html,今天维护
合租·云裳丽影 4居室 东卧,精选,白云,同和,云裳丽影,5.30㎡,东,4室1厅2卫,1323,新上|公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2018795779157655552.html,6天前维护
整租·绿城·江府海棠 3室2厅 东南,白云,江高镇,绿城·江府海棠,100.00㎡,东南,3室2厅2卫,低楼层 （24层）,3500,新上|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047220933902467072.html,今天维护
合租·金雅苑 3居室 北卧,海珠,滨江东,金雅苑,10.00㎡,北,3室1厅1卫,中楼层 （21层）,1743,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1884572384829112320.html,今天维护
整租·朗云花园 4室2厅 东南,白云,夏茅,朗云花园,120.00㎡,东南,4室2厅2卫,低楼层 （33层）,6500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047172833557086208.html,今天维护
整租·跑马地花园三期 1室1厅 东,天河,珠江新城东,跑马地花园三期,46.25㎡,东,1室1厅1卫,低楼层 （33层）,4368,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1803810802482806784.html,今天维护
整租·四季花园 2室2厅 东北,荔湾,坑口,四季花园,78.50㎡,东北,2室2厅1卫,中楼层 （18层）,3600,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046927335696891904.html,1天前维护
整租·远洋天骄 1室1厅 西,天河,天河客运站,远洋天骄,46.00㎡,西,1室1厅1卫,高楼层 （15层）,3559,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2553487308397748224.html,今天维护
整租·碧桂园凤凰城凤凰岛 2室2厅 南/北,增城,凤凰城,碧桂园凤凰城凤凰岛,109.00㎡,南 北,2室2厅2卫,低楼层 （4层）,2800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046546484828045312.html,2天前维护
整租·纵横公寓 1室1厅 北,海珠,赤岗,纵横公寓,58.00㎡,北,1室1厅1卫,低楼层 （30层）,4714,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2052997064593244160.html,今天维护
整租·珠江铂世湾 3室2厅 南,番禺,华南新城,珠江铂世湾,98.00㎡,南,3室2厅2卫,低楼层 （33层）,5500,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047239640150179840.html,今天维护
整租·琶洲新村公寓 1室1厅 东,海珠,万胜围,琶洲新村公寓,56.00㎡,东,1室1厅1卫,低楼层 （41层）,5491,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1782392523658887168.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,126.00㎡,南,4室2厅2卫,中楼层 （43层）,3300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1961026252114493440.html,null
整租·五羊小区 1室1厅 北,越秀,五羊新城,五羊小区,29.66㎡,北,1室1厅1卫,中楼层 （10层）,3496,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1805436772277026816.html,今天维护
整租·人和花园 1室1厅 东北,白云,人和,人和花园,53.00㎡,东北,1室1厅1卫,高楼层 （6层）,1380,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046568860798156800.html,2天前维护
整租·富力万科云启 1室1厅 南,天河,车陂,富力万科云启,23.31㎡,南,1室1厅1卫,高楼层 （4层）,2971,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1831602437564137472.html,今天维护
整租·鸿运花园 2室1厅 南,海珠,客村,鸿运花园,60.00㎡,南,2室1厅1卫,中楼层 （8层）,4800,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046804629655650304.html,1天前维护
整租·侨林苑 1室1厅 北,天河,林和,侨林苑,36.02㎡,北,1室1厅1卫,中楼层 （22层）,4336,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1858847449653706752.html,今天维护
整租·万科云城米酷 1室0厅 南,天河,智慧城,万科云城米酷,35.00㎡,南,1室0厅1卫,中楼层 （12层）,1900,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046863085808910336.html,2天前维护
整租·富力万科云启 1室1厅 南,天河,车陂,富力万科云启,30.60㎡,南,1室1厅1卫,中楼层 （4层）,3349,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1881403685435604992.html,9天前维护
整租·锦绣新天地 3室1厅 南,增城,新塘南,锦绣新天地,133.00㎡,南,3室1厅2卫,低楼层 （28层）,2400,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046846422883500032.html,1天前维护
整租·合生广场 1室1厅 南,海珠,广州大道南,合生广场,49.09㎡,南,1室1厅1卫,中楼层 （26层）,5071,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1895172351599837184.html,今天维护
整租·星樾·山畔 3室2厅 南,黄埔,科学城,星樾·山畔,93.20㎡,南,3室2厅2卫,高楼层 （33层）,4500,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046871650720284672.html,1天前维护
整租·星汇园 2室1厅 北,天河,珠江新城西,星汇园,94.10㎡,北,2室1厅1卫,低楼层 （33层）,10489,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1889009887468322816.html,今天维护
整租·创逸雅苑 1室1厅 西,天河,龙口东,创逸雅苑,45.96㎡,西,1室1厅1卫,低楼层 （31层）,4924,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1929597499203387392.html,今天维护
整租·远洋天骄 1室1厅 东,天河,天河客运站,远洋天骄,46.00㎡,东,1室1厅1卫,低楼层 （15层）,3738,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1788882519911825408.html,今天维护
整租·君立国际公寓 1室1厅 南,白云,同和,君立国际公寓,40.59㎡,南,1室1厅1卫,低楼层 （25层）,2824,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1799340752673701888.html,今天维护
整租·鱼珠湾海丝创新中心 1室1厅 南,黄埔,鱼珠,鱼珠湾海丝创新中心,43.33㎡,南,1室1厅1卫,低楼层 （24层）,3979,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1808199210848223232.html,今天维护
整租·侨林苑 1室1厅 北,天河,林和,侨林苑,53.00㎡,北,1室1厅1卫,高楼层 （31层）,5764,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1898055585127989248.html,今天维护
整租·远洋天骄广场 1室1厅 东,天河,天河客运站,远洋天骄广场,46.47㎡,东,1室1厅1卫,低楼层 （15层）,3559,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1916551668263026688.html,12天前维护
整租·越秀滨海悦城 1室0厅 南/北,南沙,金洲,越秀滨海悦城,13.08㎡,南 北,1室0厅0卫,地下室 （31层）,350,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1610848388411031552.html,null
合租·新溪苑小区 4居室 北卧,黄埔,黄埔区府,新溪苑小区,19.65㎡,北,4室1厅2卫,中楼层 （18层）,1984,公寓|拎包入住|近地铁|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2040282001239441408.html,13天前维护
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,广州敏捷绿湖首府,116.00㎡,南,3室2厅2卫,中楼层 （32层）,1200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1611962175146950656.html,null
整租·实地蔷薇国际 4室2厅 南,增城,荔城西区,实地蔷薇国际,116.00㎡,南,4室2厅2卫,低楼层 （32层）,3100,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1603976611328163840.html,null
整租·恒大山水城 3室2厅 东南,增城,中新镇,恒大山水城,100.00㎡,东南,3室2厅1卫,低楼层 （18层）,2500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2902079287912316928.html,2天前维护
整租·保利中航城花园一期 4室2厅 复式 南,增城,朱村,保利中航城花园一期,110.00㎡,南,4室2厅2卫,低楼层 （13层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1567734382817443840.html,3天前维护
合租·广州雅居乐花园雅逸庭 4居室 南卧,番禺,雅居乐,广州雅居乐花园雅逸庭,6.08㎡,南,4室1厅2卫,低楼层 （23层）,1144,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040284508380463104.html,今天维护
整租·保利中航城花园一期 3室2厅 南,增城,朱村,保利中航城花园一期,94.00㎡,南,3室2厅2卫,高楼层 （26层）,1800,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1570639831120216064.html,null
整租·叠溪花园 3室2厅 南,增城,朱村,叠溪花园,105.00㎡,南,3室2厅2卫,低楼层 （33层）,2200,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1573939238150340608.html,null
合租·金燕花园 3居室 东卧,天河,燕塘,金燕花园,13.40㎡,东,3室1厅1卫,低楼层 （9层）,1711,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040741501809459200.html,今天维护
整租·惠百氏广场 3室2厅 南,增城,白江,惠百氏广场,122.00㎡,南,3室2厅2卫,高楼层 （32层）,3000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1573295995125497856.html,null
整租·先烈中路81号大院 1室1厅 南/北,越秀,黄花岗,先烈中路81号大院,35.00㎡,南 北,1室1厅1卫,低楼层 （7层）,3200,精装,https://gz.lianjia.com/zufang//zufang/GZ1573543923047989248.html,null
整租·保利中航城二期 3室2厅 复式 南,增城,朱村,保利中航城二期,96.00㎡,南,3室2厅2卫,中楼层 （14层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1571418032662642688.html,5天前维护
整租·工贸楼 2室1厅 南/北,白云,机场路,工贸楼,50.00㎡,南 北,2室1厅1卫,高楼层 （9层）,900,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1574011990538452992.html,2天前维护
整租·保利中航城二期 4室2厅 复式 东南,增城,朱村,保利中航城二期,96.00㎡,东南,4室2厅3卫,高楼层 （13层）,1800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1575005808410755072.html,1天前维护
整租·百事佳新村A区 3室1厅 南/北,白云,景泰,百事佳新村A区,76.00㎡,南 北,3室1厅1卫,高楼层 （9层）,2180,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1576088425155526656.html,null
整租·万科元培里 3室2厅 南,黄埔,科学城,万科元培里,69.00㎡,南,3室2厅2卫,低楼层 （15层）,3500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1575094630062489600.html,null
整租·中交汇通中心 1室0厅 东南,南沙,明珠湾,中交汇通中心,81.00㎡,东南,1室0厅1卫,低楼层 （30层）,3800,,https://gz.lianjia.com/zufang//zufang/GZ1576566201176293376.html,null
整租·倚莲半岛花园 3室2厅 西南,番禺,莲花山,倚莲半岛花园,124.00㎡,西南,3室2厅2卫,中楼层 （16层）,1600,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1568876597694431232.html,5天前维护
合租·小新塘大未来 4居室 西卧,天河,智慧城,小新塘大未来,8.00㎡,西,4室1厅1卫,低楼层 （17层）,1323,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040761705562112000.html,今天维护
整租·海伦春天 3室2厅 南,增城,永宁,海伦春天,130.00㎡,南,3室2厅2卫,低楼层 （25层）,2500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1569989418524082176.html,null
合租·小新塘大未来 4居室 西卧,天河,智慧城,小新塘大未来,8.00㎡,西,4室1厅1卫,高楼层 （17层）,1323,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040745954142846976.html,今天维护
整租·汇港威华雅苑 3室2厅 南,增城,朱村,汇港威华雅苑,96.00㎡,南,3室2厅1卫,中楼层 （32层）,2000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1568832499843334144.html,1天前维护
