"处理后数量: 1145, 跳过异常: 505, 处理时间: 2025-06-24 02:19:10"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·保利中航城花园一期 4室2厅 复式 南,增城,朱村,保利中航城花园一期,110.0,南,4室2厅2卫,低楼层 （13层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1567734382817443840.html,3天前维护
整租·保利中航城花园一期 3室2厅 南,增城,朱村,保利中航城花园一期,94.0,南,3室2厅2卫,高楼层 （26层）,1800,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1570639831120216064.html,null
整租·叠溪花园 3室2厅 南,增城,朱村,叠溪花园,105.0,南,3室2厅2卫,低楼层 （33层）,2200,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1573939238150340608.html,null
合租·金燕花园 3居室 东卧,天河,燕塘,金燕花园,13.4,东,3室1厅1卫,低楼层 （9层）,1711,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040741501809459200.html,今天维护
整租·惠百氏广场 3室2厅 南,增城,白江,惠百氏广场,122.0,南,3室2厅2卫,高楼层 （32层）,3000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1573295995125497856.html,null
整租·先烈中路81号大院 1室1厅 南/北,越秀,黄花岗,先烈中路81号大院,35.0,南,1室1厅1卫,低楼层 （7层）,3200,精装,https://gz.lianjia.com/zufang//zufang/GZ1573543923047989248.html,null
整租·保利中航城二期 3室2厅 复式 南,增城,朱村,保利中航城二期,96.0,南,3室2厅2卫,中楼层 （14层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1571418032662642688.html,5天前维护
整租·工贸楼 2室1厅 南/北,白云,机场路,工贸楼,50.0,南,2室1厅1卫,高楼层 （9层）,900,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1574011990538452992.html,2天前维护
整租·保利中航城二期 4室2厅 复式 东南,增城,朱村,保利中航城二期,96.0,东,4室2厅3卫,高楼层 （13层）,1800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1575005808410755072.html,1天前维护
整租·百事佳新村A区 3室1厅 南/北,白云,景泰,百事佳新村A区,76.0,南,3室1厅1卫,高楼层 （9层）,2180,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1576088425155526656.html,null
整租·万科元培里 3室2厅 南,黄埔,科学城,万科元培里,69.0,南,3室2厅2卫,低楼层 （15层）,3500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1575094630062489600.html,null
整租·中交汇通中心 1室0厅 东南,南沙,明珠湾,中交汇通中心,81.0,东,1室0厅1卫,低楼层 （30层）,3800,,https://gz.lianjia.com/zufang//zufang/GZ1576566201176293376.html,null
整租·倚莲半岛花园 3室2厅 西南,番禺,莲花山,倚莲半岛花园,124.0,南,3室2厅2卫,中楼层 （16层）,1600,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1568876597694431232.html,5天前维护
整租·海伦春天 3室2厅 南,增城,永宁,海伦春天,130.0,南,3室2厅2卫,低楼层 （25层）,2500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1569989418524082176.html,null
整租·汇港威华雅苑 3室2厅 南,增城,朱村,汇港威华雅苑,96.0,南,3室2厅1卫,中楼层 （32层）,2000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1568832499843334144.html,1天前维护
整租·六运小区 1室0厅 东南,天河,天河南,六运小区,30.0,东,1室0厅1卫,低楼层 （8层）,3800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1579012077828177920.html,null
合租·锦绣生态园 4居室 东南卧,番禺,钟村,锦绣生态园,12.41,东,4室1厅2卫,高楼层 （6层）,1323,公寓|独立卫生间|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040773116493299712.html,今天维护
合租·剑桥郡君澜 5居室 东南卧,番禺,雅居乐,剑桥郡君澜,11.7,东,5室1厅3卫,中楼层 （6层）,1386,公寓|月租|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040884913133060096.html,今天维护
整租·时代南湾 4室2厅 东北,南沙,南沙港,时代南湾,124.0,东,4室2厅2卫,中楼层 （32层）,2800,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1618900612605280256.html,null
整租·海怡花园 3室2厅 东北,番禺,厦滘,海怡花园,80.0,东,3室2厅2卫,低楼层 （26层）,3500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011005158791577600.html,null
整租·马鞍山一号 3室2厅 南,花都,新区,马鞍山一号,173.0,南,3室2厅2卫,低楼层 （9层）,5000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011016773263949824.html,null
合租·越秀·天荟江湾 4居室 南卧,海珠,工业大道南,越秀·天荟江湾,30.0,南,4室4厅2卫,中楼层 （38层）,2800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011016290822520832.html,2天前维护
整租·南沙城 2室2厅 南,南沙,金洲,南沙城,96.0,南,2室2厅1卫,中楼层 （17层）,2100,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011021986976759808.html,4天前维护
整租·黄埔中央城 4室2厅 南,黄埔,香雪,黄埔中央城,130.0,南,4室2厅2卫,高楼层 （39层）,4000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011017137270816768.html,5天前维护
整租·天文苑 3室2厅 东南,天河,体育中心,天文苑,101.0,东,3室2厅2卫,中楼层 （19层）,9500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011016865618329600.html,null
整租·逢源路 1室1厅 南,荔湾,龙津,逢源路,35.0,南,1室1厅1卫,低楼层 （9层）,2000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011017996847284224.html,null
整租·天河云商汇 1室1厅 东,天河,智慧城,天河云商汇,32.0,东,1室1厅1卫,低楼层 （9层）,1600,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011016830210015232.html,null
整租·万科海上传奇 2室2厅 LOFT 西北,荔湾,芳村,万科海上传奇,34.0,西,2室2厅2卫,中楼层 （17层）,3000,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011016916377796608.html,3天前维护
整租·悦江上品苑 2室2厅 北,荔湾,大坦沙,悦江上品苑,80.0,北,2室2厅1卫,低楼层 （33层）,4500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024837000925806592.html,1天前维护
合租·万科东荟城 5居室 东卧,黄埔,香雪,万科东荟城,15.8,东,5室1厅2卫,低楼层 （33层）,1428,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2034396195018768384.html,今天维护
整租·芳村大道中 1室1厅 北,荔湾,芳村,芳村大道中,35.0,北,1室1厅1卫,高楼层 （7层）,1400,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024838041780092928.html,null
合租·德欣小区 3居室 南卧,天河,石牌,德欣小区,13.8,南,3室1厅1卫,低楼层 （9层）,1984,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2034297826665562112.html,今天维护
整租·铂林国际公寓 1室0厅 东,天河,珠江新城西,铂林国际公寓,33.0,东,1室0厅1卫,低楼层 （32层）,3950,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024837664800243712.html,3天前维护
整租·联桂北路 2室1厅 南,荔湾,芳村,联桂北路,53.0,南,2室1厅1卫,高楼层 （6层）,2800,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024845719529062400.html,null
合租·碧海湾 4居室 南卧,天河,珠江新城西,碧海湾,15.2,南,4室1厅2卫,中楼层 （28层）,3496,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2034407323165786112.html,今天维护
整租·共和苑 2室1厅 南/北,越秀,杨箕,共和苑,57.0,南,2室1厅1卫,低楼层 （6层）,2800,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2024845423918710784.html,3天前维护
整租·时代名著(增城) 3室2厅 南,增城,朱村,时代名著(增城),106.0,南,3室2厅2卫,低楼层 （30层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024823991209820160.html,5天前维护
整租·瑞华大厦 3室1厅 西南,天河,天润路,瑞华大厦,119.0,南,3室1厅2卫,中楼层 （30层）,5993,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2024827156277755904.html,null
整租·中山大学宿舍 2室1厅 南,海珠,中大,中山大学宿舍,70.0,南,2室1厅1卫,高楼层 （6层）,4300,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2024824924203384832.html,3天前维护
整租·嘉和苑 2室1厅 西北,越秀,东风西,嘉和苑,74.0,西,2室1厅1卫,低楼层 （20层）,4200,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2024819934441242624.html,null
合租·万科东荟城 5居室 东卧,黄埔,香雪,万科东荟城,14.0,东,5室1厅2卫,低楼层 （33层）,1711,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2034507566435794944.html,今天维护
