"处理后数量: 1670, 跳过异常: 280, 处理时间: 2025-06-24 02:19:10"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·盈彩美居 3室1厅 北,天河,东圃,盈彩美居,87.0,北,3室1厅1卫,中楼层 （12层）,4300,新上|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047295978754539520.html,2天前维护
整租·天河山庄 3室1厅 北,天河,沙河,天河山庄,95.0,北,3室1厅2卫,中楼层 （7层）,3200,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2042248981458714624.html,2天前维护
整租·工商局宿舍(天河) 3室2厅 东,天河,粤垦,工商局宿舍(天河),91.0,东,3室2厅1卫,低楼层 （13层）,4600,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1854050423422320640.html,null
整租·联泰天河YOHO 1室1厅 北,天河,智慧城,联泰天河YOHO,35.0,北,1室1厅1卫,中楼层 （8层）,2000,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047656787057836032.html,2天前维护
整租·远洋天骄广场 1室1厅 北,天河,天河客运站,远洋天骄广场,48.0,北,1室1厅2卫,低楼层 （15层）,3300,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047536248330911744.html,2天前维护
整租·富力天朗明居 2室2厅 南,天河,棠下,富力天朗明居,78.0,南,2室2厅1卫,中楼层 （18层）,4300,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047525679406252032.html,今天维护
整租·龙蟠花园 2室1厅 东,天河,金融城,龙蟠花园,70.0,东,2室1厅1卫,高楼层 （33层）,4680,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2047534671054503936.html,2天前维护
整租·汇景新城上城勋堡 4室2厅 南,天河,汇景新城,汇景新城上城勋堡,224.0,南,4室2厅2卫,高楼层 （24层）,16000,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047553346436333568.html,2天前维护
合租·嘉宝华庭 4居室 西卧,天河,龙口西,嘉宝华庭,15.2,西,4室1厅2卫,中楼层 （29层）,2898,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1993293516536545280.html,今天维护
整租·合景睿峰L7 4室1厅 南,天河,珠江新城东,合景睿峰L7,156.0,南,4室1厅3卫,低楼层 （41层）,12000,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2047220829971808256.html,今天维护
合租·鸿景园 4居室 北卧,天河,天润路,鸿景园,13.4,北,4室1厅2卫,中楼层 （32层）,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1935424240954114048.html,今天维护
整租·华景新城芳满庭园 2室1厅 北,天河,华景新城,华景新城芳满庭园,77.0,北,2室1厅1卫,中楼层 （32层）,4500,新上,https://gz.lianjia.com/zufang//zufang/GZ2047684175976202240.html,2天前维护
合租·珠江俊园 5居室 西卧,天河,华景新城,珠江俊园,13.5,西,5室1厅2卫,中楼层 （28层）,2360,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1862485556571668480.html,今天维护
整租·华师大学宿舍西区 1室0厅 南,天河,石牌,华师大学宿舍西区,30.0,南,1室0厅1卫,低楼层 （6层）,2800,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2040719205455626240.html,4天前维护
合租·鸿景园 4居室 北卧,天河,天润路,鸿景园,13.4,北,4室1厅2卫,中楼层 （32层）,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1935424240954114048.html,今天维护
整租·天鹅花苑 2室1厅 北,天河,长兴,天鹅花苑,62.0,北,2室1厅1卫,中楼层 （7层）,3600,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2010254027140366336.html,1天前维护
合租·跑马地花园 4居室 西卧,天河,珠江新城东,跑马地花园,14.0,西,4室1厅2卫,中楼层 （15层）,2971,公寓|独立卫生间|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1904003759889973248.html,1天前维护
整租·瑜翠园 3室2厅 南,天河,龙洞,瑜翠园,105.0,南,3室2厅2卫,中楼层 （8层）,4700,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2037376117882486784.html,1天前维护
整租·时代新世界 1室1厅 南,天河,林和,时代新世界,210.0,南,1室1厅0卫,中楼层 （31层）,8000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1968970744318656512.html,null
合租·天誉花园 4居室 南卧,天河,林和,天誉花园,10.45,南,4室1厅2卫,低楼层 （31层）,3003,新上|公寓|独立卫生间|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2047642887713193984.html,2天前维护
整租·汇景新城龙熹山 4室2厅 南,天河,汇景新城,汇景新城龙熹山,250.0,南,4室2厅3卫,中楼层 （30层）,22000,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2047255834613776384.html,2天前维护
整租·天誉花园 1室0厅 北,天河,林和,天誉花园,40.0,北,1室0厅1卫,高楼层 （31层）,3200,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1991346744058707968.html,null
合租·南雅苑 4居室 东南卧,天河,天河南,南雅苑,28.0,东,4室0厅4卫,中楼层 （8层）,1850,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026995084448235520.html,null
整租·暨大教工宿舍 2室2厅 东,天河,华景新城,暨大教工宿舍,92.09,东,2室2厅1卫,高楼层 （9层）,3500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999855640251465728.html,5天前维护
合租·广利路 4居室 东南/西北卧,天河,天河南,广利路,30.0,东,4室0厅1卫,中楼层 （9层）,1700,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2035625041135140864.html,null
整租·凯德天河新作新园 2室1厅 西,天河,体育中心,凯德天河新作新园,96.0,西,2室1厅1卫,高楼层 （32层）,12800,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2047281872555212800.html,3天前维护
整租·隆德大厦 1室1厅 北,天河,体育中心,隆德大厦,64.07,北,1室1厅1卫,高楼层 （30层）,5500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2027340931123904512.html,1天前维护
整租·邮通小区 1室1厅 南,天河,华景新城,邮通小区,35.0,南,1室1厅1卫,低楼层 （9层）,2800,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047578700811075584.html,1天前维护
整租·棠东毓桂大街二巷2号 1室1厅 南,天河,棠下,棠东毓桂大街二巷2号,35.0,南,1室1厅1卫,中楼层 （5层）,1480,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2002334068586315776.html,4天前维护
整租·信成小区 2室2厅 南,天河,体育中心,信成小区,73.94,南,2室2厅1卫,中楼层 （8层）,5000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1998973668696260608.html,1天前维护
整租·侨源山庄 2室1厅 南,天河,粤垦,侨源山庄,85.0,南,2室1厅1卫,中楼层 （20层）,4800,精装,https://gz.lianjia.com/zufang//zufang/GZ1998977652383285248.html,null
整租·鸿翔大厦 1室1厅 西,天河,天润路,鸿翔大厦,41.0,西,1室1厅1卫,高楼层 （29层）,4714,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1815710259474333696.html,今天维护
整租·汇景新城中央庭院 5室2厅 复式 南,天河,汇景新城,汇景新城中央庭院,345.0,南,5室2厅4卫,低楼层 （16层）,33000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1998984208399204352.html,null
整租·远洋天骄广场 1室1厅 西,天河,天河客运站,远洋天骄广场,46.74,西,1室1厅1卫,高楼层 （15层）,3349,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2028040837685837824.html,今天维护
整租·棠德花苑 3室1厅 南,天河,棠下,棠德花苑,76.0,南,3室1厅1卫,高楼层 （9层）,3200,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999029416730034176.html,3天前维护
整租·保利金融大都汇 1室1厅 北,天河,金融城,保利金融大都汇,58.25,北,1室1厅1卫,中楼层 （39层）,5313,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1987217474516418560.html,今天维护
整租·铂林国际公寓 1室1厅 南,天河,珠江新城西,铂林国际公寓,34.5,南,1室1厅1卫,中楼层 （22层）,4300,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999017740165185536.html,null
整租·保利天汇 1室1厅 东南,天河,黄村,保利天汇,22.0,东,1室1厅1卫,中楼层 （16层）,1799,精装,https://gz.lianjia.com/zufang//zufang/GZ1999102044417294336.html,null
合租·天诚广场 4居室 西卧,天河,天润路,天诚广场,11.69,西,4室1厅2卫,低楼层 （25层）,2236,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2041736415691145216.html,今天维护
整租·保利天汇 1室1厅 南,天河,黄村,保利天汇,22.0,南,1室1厅1卫,低楼层 （16层）,1850,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999104519916486656.html,null
合租·金燕花园 4居室 东卧,天河,燕塘,金燕花园,11.5,东,4室1厅2卫,低楼层 （26层）,1816,公寓|拎包入住|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2041960199832469504.html,16天前维护
整租·保利天汇 1室1厅 南,天河,黄村,保利天汇,22.0,南,1室1厅1卫,低楼层 （16层）,1809,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999102628461543424.html,null
合租·东方之珠花园 10居室 东南卧,天河,天润路,东方之珠花园,20.0,东,10室0厅0卫,中楼层 （28层）,1700,月租|近地铁,https://gz.lianjia.com/zufang//zufang/GZ1999113889215676416.html,2天前维护
整租·凯德天河新作新园 2室2厅 东,天河,体育中心,凯德天河新作新园,95.0,东,2室2厅1卫,中楼层 （32层）,9600,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1999086164585218048.html,null
合租·天誉花园 4居室 北卧,天河,林和,天誉花园,11.67,北,4室1厅2卫,中楼层 （31层）,1984,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2042499713835466752.html,今天维护
整租·龙湖首开天宸原著 4室2厅 南,天河,黄村,龙湖首开天宸原著,136.0,南,4室2厅2卫,低楼层 （33层）,7000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999354056740438016.html,1天前维护
整租·珠江花城一二期 3室2厅 南,天河,黄村,珠江花城一二期,88.0,南,3室2厅2卫,中楼层 （26层）,4600,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1999377333688991744.html,null
整租·御华苑 3室1厅 东,天河,龙口东,御华苑,79.35,东,3室1厅1卫,高楼层 （30层）,6800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1999421251117907968.html,5天前维护
整租·骏景花园 4室2厅 北,天河,棠下,骏景花园,144.0,北,4室2厅2卫,低楼层 （14层）,5800,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999427845532680192.html,null
合租·福金莲花园 5居室 西卧,天河,员村,福金莲花园,20.0,西,5室1厅3卫,高楼层 （27层）,1879,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2038937316671619072.html,今天维护
整租·天誉花园 2室2厅 北,天河,林和,天誉花园,75.0,北,2室2厅1卫,高楼层 （30层）,5500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999429394002608128.html,4天前维护
整租·汇峰苑 1室0厅 南,天河,珠江新城中,汇峰苑,42.0,南,1室0厅1卫,低楼层 （43层）,5000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999446806483697664.html,1天前维护
整租·时代新世界 3室2厅 东南,天河,林和,时代新世界,100.0,东,3室2厅2卫,高楼层 （31层）,7600,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1999445717273280512.html,null
合租·漾晴居 4居室 南卧,天河,珠江新城西,漾晴居,12.3,南,4室1厅2卫,高楼层 （33层）,3559,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2038939345074782208.html,今天维护
整租·紫荆小区 3室2厅 南,天河,林和,紫荆小区,95.0,南,3室2厅1卫,中楼层 （9层）,6500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999467930714112000.html,null
合租·太阳广场 5居室 南卧,天河,天润路,太阳广场,18.0,南,5室0厅5卫,低楼层 （18层）,1500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1999687246986346496.html,1天前维护
整租·鸿翔大厦 1室1厅 西,天河,天润路,鸿翔大厦,41.0,西,1室1厅1卫,高楼层 （29层）,4714,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1815710259474333696.html,今天维护
整租·保利中辰广场 1室0厅 南,天河,龙口西,保利中辰广场,20.0,南,1室0厅0卫,地下室,1300,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1999498613268414464.html,null
整租·天盛大厦 2室1厅 南,天河,天河南,天盛大厦,85.04,南,2室1厅1卫,低楼层 （22层）,7759,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1972164169788555264.html,今天维护
整租·金鼎大厦 2室1厅 西北,天河,天润路,金鼎大厦,70.0,西,2室1厅1卫,高楼层 （30层）,3800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1999489389377355776.html,1天前维护
整租·侨林苑 1室1厅 北,天河,林和,侨林苑,36.02,北,1室1厅1卫,中楼层 （22层）,4336,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1858847449653706752.html,今天维护
整租·高德公馆 1室1厅 西,天河,珠江新城中,高德公馆,64.0,西,1室1厅1卫,中楼层 （38层）,7500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2000480876554616832.html,null
整租·华骏花园 2室2厅 西,天河,珠江新城东,华骏花园,133.0,西,2室2厅2卫,低楼层 （29层）,6500,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000498990994423808.html,4天前维护
整租·海棠阁 3室2厅 东南,天河,林和,海棠阁,93.0,东,3室2厅1卫,高楼层 （20层）,6000,精装,https://gz.lianjia.com/zufang//zufang/GZ2000492356922507264.html,null
整租·健明五路9号 3室2厅 东南,天河,广氮,健明五路9号,100.0,东,3室2厅2卫,低楼层 （10层）,5300,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2000531678983880704.html,null
整租·水荫路永福正街 3室1厅 北,天河,水荫,水荫路永福正街,70.0,北,3室1厅1卫,高楼层 （7层）,3500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000784789648441344.html,null
整租·中海花城湾 3室2厅 北,天河,珠江新城中,中海花城湾,124.0,北,3室2厅2卫,低楼层 （30层）,16000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000785154599026688.html,null
合租·花园大厦 3居室 北卧,天河,天河南,花园大厦,30.0,北,3室1厅1卫,中楼层 （18层）,2700,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2000602357859090432.html,null
整租·佳福阁 2室2厅 南,天河,天河公园,佳福阁,90.0,南,2室2厅1卫,中楼层 （9层）,4500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000597789716774912.html,1天前维护
整租·公路规划局宿舍 3室1厅 南,天河,沙太南,公路规划局宿舍,84.7,南,3室1厅1卫,高楼层 （9层）,3550,随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000857579198087168.html,4天前维护
整租·小城之春 3室2厅 东南,天河,华景新城,小城之春,137.0,东,3室2厅2卫,低楼层 （18层）,7000,业主自荐|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000849966460829696.html,2天前维护
整租·盈彩美居 3室2厅 南,天河,东圃,盈彩美居,97.46,南,3室2厅1卫,中楼层 （25层）,5300,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2000865927691763712.html,4天前维护
整租·华文学院 3室2厅 南,天河,粤垦,华文学院,85.0,南,3室2厅1卫,高楼层 （9层）,4000,精装,https://gz.lianjia.com/zufang//zufang/GZ2000868194096513024.html,4天前维护
整租·甲子花园 2室1厅 南,天河,珠江新城东,甲子花园,80.0,南,2室1厅1卫,高楼层 （19层）,5900,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000789785995640832.html,1天前维护
整租·林和邨 4室2厅 东南,天河,林和,林和邨,153.0,东,4室2厅2卫,中楼层 （50层）,9800,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2000793208837111808.html,null
整租·宝翠园 4室2厅 南/北,天河,龙洞,宝翠园,185.0,南,4室2厅2卫,低楼层 （12层）,12000,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2000803239028588544.html,null
整租·天銮 4室2厅 南,天河,珠江新城中,天銮,260.0,南,4室2厅3卫,低楼层 （28层）,41800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2000874844677210112.html,null
整租·汇金国际金融中心 1室0厅 东,天河,金融城,汇金国际金融中心,43.0,东,1室0厅1卫,低楼层 （24层）,4800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2000888499221299200.html,5天前维护
整租·伟诚广场 3室2厅 南/北,天河,天河公园,伟诚广场,174.0,南,3室2厅2卫,高楼层 （25层）,8500,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2000910991553986560.html,null
整租·华南理工大学宿舍北区 3室2厅 西,天河,五山,华南理工大学宿舍北区,96.0,西,3室2厅1卫,低楼层 （9层）,5600,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2000973593168576512.html,null
合租·瑞心苑 4居室 东/北卧,天河,粤垦,瑞心苑,30.0,东,4室2厅2卫,低楼层 （18层）,1500,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2001130989937491968.html,4天前维护
整租·利雅湾 3室2厅 西南,天河,珠江新城中,利雅湾,125.0,南,3室2厅2卫,低楼层 （31层）,15300,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2001148582194839552.html,5天前维护
整租·历德雅舍 1室0厅 东,天河,华景新城,历德雅舍,12.0,东,1室0厅0卫,地下室,1300,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2001168721506205696.html,null
整租·天雅居 3室2厅 西南,天河,东圃,天雅居,104.63,南,3室2厅2卫,高楼层 （28层）,3870,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1900468577438269440.html,4天前维护
整租·祥龙苑 3室2厅 东,天河,棠下,祥龙苑,120.0,东,3室2厅1卫,高楼层 （9层）,2200,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1900484766264721408.html,1天前维护
整租·远洋天骄 1室0厅 南,天河,天河客运站,远洋天骄,12.0,南,1室0厅0卫,地下室 （19层）,650,精装,https://gz.lianjia.com/zufang//zufang/GZ1900511309921779712.html,null
合租·东洲大厦 3居室 南卧,天河,天河南,东洲大厦,30.0,南,3室0厅3卫,高楼层 （26层）,4200,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1901270896740401152.html,2天前维护
整租·誉峰 4室2厅 西南,天河,珠江新城东,誉峰,206.0,南,4室2厅1卫,低楼层 （41层）,30000,精装,https://gz.lianjia.com/zufang//zufang/GZ1882290238047387648.html,null
整租·恒城大厦 2室1厅 南,天河,天河南,恒城大厦,80.0,南,2室1厅1卫,高楼层 （31层）,5000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1881976144736026624.html,null
整租·保利天汇 1室1厅 南,天河,黄村,保利天汇,30.0,南,1室1厅1卫,中楼层 （10层）,2100,精装,https://gz.lianjia.com/zufang//zufang/GZ1903303603976667136.html,4天前维护
整租·珠江花城一二期 4室2厅 南,天河,黄村,珠江花城一二期,115.0,南,4室2厅2卫,中楼层 （26层）,4800,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1903661652146913280.html,null
整租·华景新城叠翠居 3室1厅 南/北,天河,华景新城,华景新城叠翠居,84.0,南,3室1厅1卫,高楼层 （9层）,4200,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1903391848370536448.html,1天前维护
整租·侨翠苑 3室1厅 南,天河,沙河,侨翠苑,100.0,南,3室1厅1卫,高楼层 （9层）,3000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1883389471391481856.html,null
整租·碧海湾 4室2厅 南/北,天河,珠江新城西,碧海湾,198.71,南,4室2厅2卫,中楼层 （28层）,22000,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1884103028038959104.html,2天前维护
整租·体育东小区 2室2厅 南,天河,天河南,体育东小区,70.0,南,2室2厅1卫,中楼层 （8层）,4500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1883827714276720640.html,null
合租·天晟明苑 3居室 东卧,天河,石牌,天晟明苑,25.0,东,3室0厅1卫,中楼层 （28层）,2199,精装,https://gz.lianjia.com/zufang//zufang/GZ1905485984829538304.html,null
整租·鸿景园 3室2厅 东北,天河,天润路,鸿景园,118.0,东,3室2厅2卫,中楼层 （32层）,5600,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1884857713893048320.html,5天前维护
整租·保利中汇广场 1室1厅 南,天河,林和,保利中汇广场,85.0,南,1室1厅1卫,高楼层 （30层）,6900,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1905213874546671616.html,null
整租·江源半岛花园 3室2厅 北,天河,金融城,江源半岛花园,137.0,北,3室2厅3卫,低楼层 （10层）,10000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1905524444831416320.html,null
合租·美好居 4居室 北卧,天河,车陂,美好居,12.78,北,4室1厅2卫,低楼层 （19层）,2404,新上|公寓|独立卫生间|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2047275113199435776.html,2天前维护
整租·中海观园国际 5室2厅 东/东南,天河,珠江新城东,中海观园国际,285.0,东,5室2厅3卫,高楼层 （45层）,35000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1905565416609021952.html,4天前维护
整租·侨源新村 4室2厅 东北,天河,燕塘,侨源新村,141.0,东,4室2厅2卫,高楼层 （9层）,5500,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1906208885878816768.html,null
整租·怡苑 4室2厅 复式 东/西,天河,体育中心,怡苑,219.0,东,4室2厅3卫,中楼层 （8层）,18000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1886077146355466240.html,null
整租·保利心语 1室0厅 南,天河,珠江新城中,保利心语,24.0,南,1室0厅0卫,地下室 （33层）,1500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1906239795504349184.html,null
整租·珠委大院 2室1厅 南,天河,林和,珠委大院,75.0,南,2室1厅1卫,高楼层 （6层）,4262,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1886679045400166400.html,5天前维护
合租·广海花园 4居室 北卧,天河,天河公园,广海花园,16.41,北,4室1厅2卫,低楼层 （8层）,1774,新上|公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047265407315738624.html,今天维护
整租·尚东君御雅苑 3室2厅 西北,天河,珠江新城中,尚东君御雅苑,91.9,西,3室2厅1卫,中楼层 （46层）,9500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1929042455718526976.html,3天前维护
整租·跑马地大厦 1室0厅 东,天河,珠江新城东,跑马地大厦,34.0,东,1室0厅1卫,中楼层 （30层）,3000,精装,https://gz.lianjia.com/zufang//zufang/GZ1929128746376232960.html,1天前维护
整租·祥龙花园 1室0厅 东,天河,林和,祥龙花园,12.5,东,1室0厅0卫,地下室 （30层）,1100,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1921468671566282752.html,null
整租·凯旋新世界枫丹丽舍 1室1厅 西南/北,天河,珠江新城东,凯旋新世界枫丹丽舍,100.78,南,1室1厅1卫,高楼层 （22层）,11000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1929383742283972608.html,5天前维护
整租·保利金融大都汇 1室1厅 南,天河,金融城,保利金融大都汇,53.0,南,1室1厅1卫,中楼层 （39层）,4200,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1930219207916519424.html,null
合租·广和路 4居室 南卧,天河,天河南,广和路,11.2,南,4室1厅1卫,中楼层 （9层）,1879,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2041097353896656896.html,今天维护
整租·中信广场 5室2厅 北,天河,林和,中信广场,270.0,北,5室2厅3卫,中楼层 （38层）,14000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1930578517439807488.html,3天前维护
