"处理后数量: 1557, 跳过异常: 63, 处理时间: 2025-06-25 16:11:39"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·金众江悦府 4室2厅 南/北,增城,石滩镇,金众江悦府,115.0,南,4室2厅2卫,中楼层 （24层）,1500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1996178507335467008.html,null
整租·广州万科城 3室1厅 南,增城,永宁,广州万科城,100.0,南,3室1厅2卫,中楼层 （34层）,1600,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2033775611461238784.html,null
整租·时代倾城(中新镇) 2室2厅 北,增城,中新镇,时代倾城(中新镇),72.98,北,2室2厅1卫,中楼层 （16层）,2000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1949782608019718144.html,null
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,123.0,南,3室2厅2卫,中楼层 （31层）,1500,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1956289643393581056.html,null
整租·万科春风十里 4室2厅 东南,增城,朱村,万科春风十里,98.75,东,4室2厅2卫,高楼层 （34层）,2200,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1959601795265200128.html,null
整租·碧桂园凤凰城凤锦苑 3室1厅 南,增城,凤凰城,碧桂园凤凰城凤锦苑,107.0,南,3室1厅1卫,低楼层 （24层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1982408688958177280.html,null
整租·保利小楼大院 3室2厅 东南,增城,小楼镇,保利小楼大院,147.0,东,3室2厅2卫,中楼层 （4层）,3500,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2024702449444454400.html,今天维护
整租·碧桂园豪进左岸 3室2厅 东南,增城,石滩镇,碧桂园豪进左岸,102.0,东,3室2厅2卫,低楼层 （32层）,1300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040983652543758336.html,3天前维护
整租·叠溪花园 3室2厅 南,增城,朱村,叠溪花园,98.0,南,3室2厅2卫,中楼层 （17层）,1050,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046279427964272640.html,今天维护
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,102.0,南,3室2厅2卫,低楼层 （31层）,1800,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2038945299631702016.html,null
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,102.0,南,3室2厅2卫,中楼层 （32层）,1400,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1916148569564250112.html,null
整租·碧桂园豪园挂绿湖 3室2厅 南/北,增城,增城碧桂园,碧桂园豪园挂绿湖,125.0,南,3室2厅2卫,中楼层 （18层）,2000,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046165059125641216.html,今天维护
整租·碧桂园豪进左岸 3室2厅 北,增城,石滩镇,碧桂园豪进左岸,91.0,北,3室2厅1卫,高楼层 （31层）,1500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2028037870916206592.html,null
整租·碧桂园豪进左岸 3室2厅 东北,增城,石滩镇,碧桂园豪进左岸,103.0,东,3室2厅2卫,高楼层 （31层）,1620,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1794703083092049920.html,null
整租·碧桂园凤凰城凤锦苑 3室2厅 南,增城,凤凰城,碧桂园凤凰城凤锦苑,122.0,南,3室2厅2卫,中楼层 （26层）,2000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2016831036863807488.html,2天前维护
整租·敏捷东樾府 3室2厅 北,增城,石滩镇,敏捷东樾府,75.0,北,3室2厅1卫,低楼层 （34层）,1000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2003746776212832256.html,null
整租·金众江悦府 4室2厅 复式 南,增城,石滩镇,金众江悦府,101.0,南,4室2厅2卫,低楼层 （32层）,2500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2034217489675583488.html,null
整租·金时花园 3室2厅 南,增城,荔城增江,金时花园,99.34,南,3室2厅2卫,中楼层 （18层）,1600,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2004063207752204288.html,5天前维护
整租·恒大山水郡 3室2厅 东,增城,中新镇,恒大山水郡,90.0,东,3室2厅1卫,高楼层 （26层）,1125,精装,https://gz.lianjia.com/zufang//zufang/GZ1699029188813520896.html,null
整租·保利中航城花园一期 5室1厅 复式 东,增城,朱村,保利中航城花园一期,110.0,东,5室1厅5卫,高楼层 （26层）,2500,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1922217787632123904.html,2天前维护
整租·金地荔湖城水立坊 3室2厅 东南,增城,永宁,金地荔湖城水立坊,103.0,东,3室2厅2卫,中楼层 （25层）,1500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2014609504406077440.html,null
整租·广州万科城 4室2厅 南,增城,永宁,广州万科城,100.0,南,4室2厅2卫,中楼层 （48层）,1800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2002355836533342208.html,null
整租·恒大山水郡 3室2厅 东南/南,增城,中新镇,恒大山水郡,99.81,东,3室2厅2卫,中楼层 （26层）,1200,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2025817330352652288.html,null
整租·新都盛世名门宏城汇 1室1厅 南,增城,白江,新都盛世名门宏城汇,49.0,南,1室1厅1卫,高楼层 （21层）,1600,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2025822320437755904.html,4天前维护
整租·碧桂园凤凰城凤妍苑 3室2厅 西北/北,增城,凤凰城,碧桂园凤凰城凤妍苑,95.0,西,3室2厅1卫,高楼层 （17层）,2200,精装,https://gz.lianjia.com/zufang//zufang/GZ2025842670454177792.html,null
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,广州敏捷绿湖首府,84.0,南,3室2厅1卫,低楼层 （33层）,1300,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026306968544608256.html,null
整租·广州敏捷绿湖首府 3室2厅 南/北,增城,石滩镇,广州敏捷绿湖首府,120.0,南,3室2厅2卫,高楼层 （32层）,1500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026311197267066880.html,4天前维护
整租·翡翠绿洲湖绣苑 4室2厅 南,增城,凤凰城,翡翠绿洲湖绣苑,163.0,南,4室2厅2卫,中楼层 （25层）,4200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026491372936101888.html,null
整租·恒展江山时代花园 2室2厅 南,增城,朱村,恒展江山时代花园,75.0,南,2室2厅1卫,低楼层 （25层）,1900,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2026509794621259776.html,null
整租·誉山国际五区学府里 3室2厅 南,增城,永宁,誉山国际五区学府里,93.0,南,3室2厅2卫,高楼层 （32层）,1800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026524484227301376.html,null
整租·东景华庭 2室1厅 东,增城,白江,东景华庭,84.0,东,2室1厅1卫,高楼层 （11层）,2200,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026520749233143808.html,4天前维护
整租·誉山国际13期誉璟公寓 1室2厅 北,增城,永宁,誉山国际13期誉璟公寓,41.0,北,1室2厅1卫,高楼层 （33层）,1000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026526349342015488.html,5天前维护
整租·奥园誉峯 3室2厅 北,增城,永宁,奥园誉峯,85.0,北,3室2厅1卫,低楼层 （32层）,1600,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026541487927328768.html,4天前维护
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,广州敏捷绿湖首府,90.0,北,3室2厅1卫,中楼层 （33层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026575272651784192.html,null
整租·顺欣广场 3室2厅 北,增城,新塘北,顺欣广场,87.0,北,3室2厅1卫,低楼层 （23层）,1400,随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026616646851887104.html,null
整租·水电广场 2室2厅 南,增城,白江,水电广场,75.0,南,2室2厅1卫,低楼层 （23层）,2200,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026653303097524224.html,2天前维护
整租·恒大山水城 4室2厅 北,增城,中新镇,恒大山水城,129.8,北,4室2厅2卫,高楼层 （18层）,2300,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026851572251623424.html,2天前维护
整租·碧桂园凤凰城凤晴苑 4室2厅 北,增城,凤凰城,碧桂园凤凰城凤晴苑,139.0,北,4室2厅2卫,中楼层 （32层）,3300,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013108215809572864.html,null
整租·金泽花园 4室2厅 东南/南,增城,新塘南,金泽花园,170.0,东,4室2厅3卫,中楼层 （14层）,2800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013108123140620288.html,null
整租·大华东郡府 3室2厅 南,增城,朱村,大华东郡府,88.0,南,3室2厅2卫,高楼层 （33层）,1500,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013101012562214912.html,null
整租·中国铁建国际花园 3室2厅 南,增城,朱村,中国铁建国际花园,93.0,南,3室2厅2卫,高楼层 （25层）,2100,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013115113854205952.html,4天前维护
整租·科慧花园 3室2厅 东北,增城,朱村,科慧花园,92.0,东,3室2厅2卫,中楼层 （27层）,1900,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013145831913291776.html,null
整租·顺欣花园 3室2厅 南,增城,新塘北,顺欣花园,89.0,南,3室2厅2卫,低楼层 （18层）,1600,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013196003645063168.html,null
整租·增城一品山湖 3室1厅 东北,增城,荔城增江,增城一品山湖,104.0,东,3室1厅2卫,中楼层 （11层）,2100,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013193972821786624.html,null
整租·金地荔湖城公园上城 4室2厅 南,增城,永宁,金地荔湖城公园上城,126.0,南,4室2厅2卫,低楼层 （14层）,1600,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013156278343303168.html,null
整租·恒大山水城 4室1厅 复式 东南,增城,中新镇,恒大山水城,84.0,东,4室1厅2卫,低楼层 （18层）,1800,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013178074144702464.html,null
整租·实地蔷薇国际 3室1厅 东南,增城,荔城西区,实地蔷薇国际,96.0,东,3室1厅2卫,低楼层 （26层）,1400,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013169103421833216.html,1天前维护
整租·金地半山风华 3室2厅 南,增城,永宁,金地半山风华,67.0,南,3室2厅1卫,低楼层 （33层）,2500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013204543545802752.html,null
整租·润悦 3室2厅 东南,增城,荔城西区,润悦,96.0,东,3室2厅2卫,低楼层 （30层）,2000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013204450155429888.html,null
整租·碧桂园城市花园漫绿苑 3室2厅 北/东北,增城,朱村,碧桂园城市花园漫绿苑,113.0,东,3室2厅2卫,低楼层 （26层）,1750,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2013206210362212352.html,3天前维护
整租·恒大山水城 2室2厅 北,增城,中新镇,恒大山水城,76.0,北,2室2厅1卫,低楼层 （18层）,1700,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2013231633745838080.html,5天前维护
整租·奥园中新城市天地 3室2厅 南,增城,中新镇,奥园中新城市天地,86.0,南,3室2厅2卫,低楼层 （33层）,1350,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1886315367760920576.html,null
整租·叠溪花园 3室2厅 北,增城,朱村,叠溪花园,88.0,北,3室2厅1卫,中楼层 （32层）,1100,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1888097382978027520.html,null
整租·大华东郡府 3室1厅 北,增城,朱村,大华东郡府,78.0,北,3室1厅1卫,高楼层 （33层）,1700,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1889170574970716160.html,null
整租·嘉御豪庭 3室2厅 南,增城,石滩镇,嘉御豪庭,117.0,南,3室2厅2卫,低楼层 （17层）,1100,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1889166318003814400.html,null
整租·恒大山水郡 3室2厅 东南,增城,中新镇,恒大山水郡,126.77,东,3室2厅2卫,中楼层 （7层）,1970,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1889214087833845760.html,null
整租·碧桂园凤凰城凤凰名苑 4室2厅 南/北,增城,凤凰城,碧桂园凤凰城凤凰名苑,140.0,南,4室2厅2卫,低楼层 （32层）,3000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890030899009945600.html,4天前维护
整租·奥园中新誉府 3室1厅 北,增城,中新镇,奥园中新誉府,75.9,北,3室1厅1卫,低楼层 （33层）,1950,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890384515596025856.html,null
整租·御溪世家 3室2厅 东南,增城,中新镇,御溪世家,86.0,东,3室2厅2卫,高楼层 （33层）,3500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890646373921980416.html,2天前维护
整租·新都盛世名门 3室2厅 南,增城,白江,新都盛世名门,153.0,南,3室2厅2卫,低楼层 （29层）,2800,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890676302189428736.html,null
整租·金地荔湖城公园上城 3室2厅 南,增城,永宁,金地荔湖城公园上城,109.0,南,3室2厅2卫,低楼层 （34层）,1300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1891328195374874624.html,null
整租·沙园小区 3室2厅 南,增城,荔城富鹏,沙园小区,110.0,南,3室2厅1卫,中楼层 （8层）,900,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1891694762189127680.html,null
整租·保利中航城花园一期 0室3厅 南,增城,朱村,保利中航城花园一期,95.0,南,未知室3厅2卫,低楼层 （13层）,1500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1891720712654159872.html,null
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,碧桂园凤凰城凤晴苑,116.0,北,3室2厅2卫,低楼层 （32层）,2050,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1891807334796099584.html,5天前维护
整租·保利中航城二期 4室2厅 复式 东南/南,增城,朱村,保利中航城二期,110.0,东,4室2厅3卫,低楼层 （13层）,3000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1892996588993773568.html,1天前维护
整租·新世界星辉 4室2厅 南,增城,永宁,新世界星辉,110.0,南,4室2厅2卫,低楼层 （46层）,3000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1892867428916920320.html,null
整租·实地蔷薇国际 3室2厅 东南,增城,荔城西区,实地蔷薇国际,95.58,东,3室2厅2卫,高楼层 （32层）,1200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1892847114845683712.html,null
整租·时代天启 3室2厅 东南,增城,荔城增江,时代天启,138.0,东,3室2厅2卫,低楼层 （33层）,2500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1893952987450048512.html,2天前维护
整租·景新花园 3室2厅 北,增城,荔城西区,景新花园,128.0,北,3室2厅2卫,低楼层 （9层）,1620,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1895099147111890944.html,null
整租·奥园康威广场 1室1厅 南,增城,新塘北,奥园康威广场,50.0,南,1室1厅1卫,中楼层 （21层）,1300,精装,https://gz.lianjia.com/zufang//zufang/GZ1896411854306017280.html,null
整租·金地荔湖城公园上城 3室2厅 南,增城,永宁,金地荔湖城公园上城,108.0,南,3室2厅2卫,低楼层 （33层）,1400,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1895805438935433216.html,null
整租·恒大山水城 2室2厅 北,增城,中新镇,恒大山水城,79.0,北,2室2厅1卫,高楼层 （18层）,1700,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1888569269352923136.html,3天前维护
整租·海伦堡花园 3室2厅 南,增城,沙村,海伦堡花园,95.0,南,3室2厅2卫,中楼层 （7层）,1800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1888830008625987584.html,3天前维护
整租·合景誉山国际⼀区 2室1厅 南,增城,永宁,合景誉山国际⼀区,43.0,南,2室1厅1卫,中楼层 （22层）,1500,精装,https://gz.lianjia.com/zufang//zufang/GZ1888870553775767552.html,4天前维护
整租·中建联投学府悦城 3室2厅 南,增城,荔城西区,中建联投学府悦城,75.0,南,3室2厅1卫,中楼层 （33层）,1200,精装,https://gz.lianjia.com/zufang//zufang/GZ1888877297440653312.html,null
整租·敏捷绿湖首府三期 3室2厅 南,增城,石滩镇,敏捷绿湖首府三期,103.0,南,3室2厅2卫,中楼层 （32层）,1000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1889338108764225536.html,null
整租·西瓜岭 3室2厅 南/北,增城,石滩镇,西瓜岭,90.0,南,3室2厅1卫,低楼层 （18层）,1200,精装,https://gz.lianjia.com/zufang//zufang/GZ1890267916692094976.html,4天前维护
整租·奥园中新誉府 3室1厅 北,增城,中新镇,奥园中新誉府,75.9,北,3室1厅1卫,高楼层 （33层）,1950,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890384993851539456.html,null
整租·中建联投学府悦城 4室2厅 南,增城,荔城西区,中建联投学府悦城,95.0,南,4室2厅2卫,中楼层 （33层）,2800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1890702613893087232.html,null
整租·仁安花园 3室2厅 北,增城,朱村,仁安花园,94.0,北,3室2厅1卫,低楼层 （11层）,1900,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1890962437696389120.html,null
整租·豪进山湖珺璟 4室2厅 南,增城,白江,豪进山湖珺璟,150.0,南,4室2厅2卫,低楼层 （32层）,3200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1891383667079512064.html,null
整租·科慧花园 3室2厅 南,增城,朱村,科慧花园,91.0,南,3室2厅2卫,高楼层 （28层）,3000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1895796667785936896.html,null
整租·保利中航城二期 4室2厅 复式 南,增城,朱村,保利中航城二期,109.0,南,4室2厅2卫,中楼层 （13层）,2500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1898679854912503808.html,5天前维护
整租·科慧花园 4室2厅 南/西南,增城,朱村,科慧花园,118.0,南,4室2厅2卫,中楼层 （28层）,2400,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1899043522623832064.html,3天前维护
整租·碧桂园星禧 3室2厅 北,增城,石滩镇,碧桂园星禧,75.0,北,3室2厅2卫,中楼层 （32层）,800,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1897517123442311168.html,null
整租·新塘新世界花园嘉华苑 3室2厅 南,增城,沙村,新塘新世界花园嘉华苑,103.43,南,3室2厅2卫,低楼层 （7层）,2500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1897875149173030912.html,4天前维护
整租·恒大山水城 3室2厅 北,增城,中新镇,恒大山水城,130.0,北,3室2厅2卫,低楼层 （18层）,2000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1898040941923532800.html,null
整租·实地蔷薇国际 3室1厅 北,增城,荔城西区,实地蔷薇国际,95.0,北,3室1厅1卫,中楼层 （32层）,1200,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1898605472039043072.html,null
