"处理后数量: 2158, 跳过异常: 842, 处理时间: 2025-06-25 16:11:39"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·粤信广场 2室1厅 东/南,海珠,赤岗,粤信广场,65.0,东,2室1厅1卫,中楼层 （9层）,4600,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048286444081905664.html,1天前维护
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,广州敏捷绿湖首府,90.0,北,3室2厅1卫,低楼层 （33层）,1400,精装|随时看房,https://gz.lianjia.com/zufang/GZ2006767310601191424.html,2天前维护
整租·星汇湾花园 4室2厅 东南,海珠,工业大道中,星汇湾花园,104.0,东,4室2厅2卫,低楼层 （50层）,7200,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048302547533299712.html,1天前维护
整租·周门小区周门街 2室1厅 南,荔湾,周门,周门小区周门街,55.0,南,2室1厅1卫,高楼层 （9层）,4000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048284173570932736.html,1天前维护
整租·珠岛花园 1室1厅 东,荔湾,大坦沙,珠岛花园,43.0,东,1室1厅1卫,中楼层 （17层）,2600,新上|随时看房,https://gz.lianjia.com/zufang/GZ2048230198402351104.html,今天维护
整租·碧桂园天玺湾 3室2厅 东南,南沙,进港大道,碧桂园天玺湾,89.0,东,3室2厅1卫,高楼层 （31层）,2200,精装|随时看房,https://gz.lianjia.com/zufang/GZ2033532980302970880.html,今天维护
整租·越秀国际总部广场 4室2厅 北,南沙,金洲,越秀国际总部广场,64.0,北,4室2厅3卫,低楼层 （34层）,2100,近地铁|精装,https://gz.lianjia.com/zufang/GZ2023076873470214144.html,2天前维护
整租·富力天海湾 1室1厅 南,南沙,明珠湾,富力天海湾,58.5,南,1室1厅1卫,低楼层 （31层）,2000,,https://gz.lianjia.com/zufang/GZ2041152998146572288.html,null
整租·祥景花园雍翠园 2室2厅 北,白云,黄石,祥景花园雍翠园,77.0,北,2室2厅1卫,中楼层 （13层）,3000,新上|随时看房,https://gz.lianjia.com/zufang/GZ2047974121710551040.html,今天维护
整租·碧桂园东湖1号 2室1厅 东南,增城,荔城增江,碧桂园东湖1号,86.0,东,2室1厅1卫,高楼层 （15层）,1600,精装,https://gz.lianjia.com/zufang/GZ2040995119452127232.html,null
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,碧桂园豪进左岸,123.0,南,3室2厅2卫,高楼层 （32层）,1920,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1925520063754928128.html,2天前维护
合租·美的江上沄启 2居室 南卧,南沙,明珠湾,美的江上沄启,30.0,南,2室2厅2卫,中楼层 （21层）,1000,随时看房,https://gz.lianjia.com/zufang/GZ2001968209523113984.html,null
整租·碧桂园琥珀湾 3室2厅 南/北,增城,石滩镇,碧桂园琥珀湾,108.0,南,3室2厅2卫,低楼层 （26层）,1800,双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027978274134556672.html,null
整租·万科桃源里 3室2厅 南,增城,派潭镇,万科桃源里,100.0,南,3室2厅2卫,低楼层 （18层）,1500,双卫生间,https://gz.lianjia.com/zufang/GZ2016350690456109056.html,null
整租·第十甫路 1室0厅 南,荔湾,西关,第十甫路,25.0,南,1室0厅1卫,中楼层 （5层）,1950,精装,https://gz.lianjia.com/zufang/GZ2002981058420670464.html,null
整租·实地蔷薇国际 3室2厅 南,增城,荔城西区,实地蔷薇国际,96.0,南,3室2厅2卫,高楼层 （32层）,1324,双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2034468401316888576.html,1天前维护
整租·天马丽苑二期 3室2厅 南,花都,铁路西,天马丽苑二期,99.0,南,3室2厅1卫,高楼层 （33层）,1700,新上,https://gz.lianjia.com/zufang/GZ2048251725353058304.html,2天前维护
整租·东方文德森岛湖 3室1厅 南,花都,花城街,东方文德森岛湖,98.0,南,3室1厅2卫,中楼层 （32层）,2500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2047958517024817152.html,1天前维护
合租·越秀国际总部广场 1居室 北卧,南沙,金洲,越秀国际总部广场,30.0,北,1室1厅1卫,高楼层 （38层）,1380,新上|近地铁|随时看房,https://gz.lianjia.com/zufang/GZ2047883329872592896.html,3天前维护
整租·江南西路 3室1厅 东南,海珠,江南西,江南西路,81.0,东,3室1厅1卫,中楼层 （8层）,5000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047168436747894784.html,4天前维护
整租·华贵苑 3室2厅 南,花都,旧区,华贵苑,94.0,南,3室2厅1卫,中楼层 （24层）,2200,新上|精装,https://gz.lianjia.com/zufang/GZ2048322271029755904.html,今天维护
整租·东逸华庭 4室2厅 南,番禺,番禺广场,东逸华庭,156.0,南,4室2厅2卫,低楼层 （10层）,4000,新上|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2048354461390209024.html,1天前维护
整租·中国铁建环球中心 1室1厅 南/北,南沙,南沙区府,中国铁建环球中心,48.0,南,1室1厅1卫,中楼层 （36层）,2200,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047524351418302464.html,4天前维护
整租·雅居乐剑桥汇 4室2厅 南,番禺,雅居乐,雅居乐剑桥汇,284.0,南,4室2厅4卫,中楼层 （48层）,21000,新上|近地铁,https://gz.lianjia.com/zufang/GZ2048286509643071488.html,1天前维护
整租·起义路 2室1厅 东,越秀,解放南,起义路,37.0,东,2室1厅1卫,高楼层 （6层）,2900,新上,https://gz.lianjia.com/zufang/GZ2048276838584680448.html,2天前维护
整租·万科未来森林 3室1厅 东南,白云,马务,万科未来森林,83.0,东,3室1厅2卫,低楼层 （30层）,6000,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048323006341578752.html,2天前维护
整租·锐丰中心 4室2厅 西南,黄埔,香雪,锐丰中心,80.0,南,4室2厅1卫,高楼层 （22层）,3800,近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ1915265689308889088.html,今天维护
合租·海珠新天地 2居室 东南卧,海珠,工业大道北,海珠新天地,29.0,东,2室2厅2卫,中楼层 （27层）,3500,近地铁,https://gz.lianjia.com/zufang/GZ1981279642572554240.html,null
整租·富力泉天下 3室2厅 南,从化,温泉镇,富力泉天下,100.41,南,3室2厅1卫,高楼层 （18层）,1400,精装,https://gz.lianjia.com/zufang/GZ1870772335410151424.html,今天维护
整租·叠溪花园 3室2厅 南,增城,朱村,叠溪花园,89.6,南,3室2厅2卫,中楼层 （33层）,1300,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2010290778038861824.html,null
整租·方圆明月山溪 4室2厅 南,从化,温泉镇,方圆明月山溪,181.0,南,4室2厅2卫,高楼层 （12层）,2900,双卫生间,https://gz.lianjia.com/zufang/GZ1978375132892102656.html,null
合租·万科尚城御府 2居室 南卧,黄埔,南岗,万科尚城御府,30.0,南,2室2厅2卫,低楼层 （20层）,1680,精装,https://gz.lianjia.com/zufang/GZ1999033374185881600.html,null
整租·合景誉山国际⼀区 2室2厅 北,增城,永宁,合景誉山国际⼀区,44.0,北,2室2厅1卫,高楼层 （21层）,1500,精装,https://gz.lianjia.com/zufang/GZ2006376360297103360.html,null
整租·碧桂园星港国际 1室0厅 东南,花都,新区,碧桂园星港国际,45.0,东,1室0厅1卫,低楼层 （10层）,1500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048276390888865792.html,1天前维护
整租·富力天寓 1室1厅 南,天河,广氮,富力天寓,30.0,南,1室1厅1卫,低楼层 （20层）,2000,新上|精装,https://gz.lianjia.com/zufang/GZ2048318877812654080.html,2天前维护
整租·祈福新村湖景居 2室2厅 南,番禺,祈福新村,祈福新村湖景居,58.7,南,2室2厅1卫,高楼层 （4层）,2600,新上|精装,https://gz.lianjia.com/zufang/GZ2048379482452000768.html,1天前维护
整租·嘉诚国际公寓 2室1厅 东南/西南,越秀,水荫,嘉诚国际公寓,106.0,东,2室1厅1卫,高楼层 （29层）,6500,,https://gz.lianjia.com/zufang/GZ2041703610785464320.html,null
整租·德安新村 3室2厅 南,番禺,市桥,德安新村,117.0,南,3室2厅1卫,中楼层 （7层）,2600,新上|近地铁|随时看房,https://gz.lianjia.com/zufang/GZ2048235186809733120.html,1天前维护
整租·奥园誉峯 3室2厅 北,增城,永宁,奥园誉峯,85.0,北,3室2厅1卫,高楼层 （32层）,1680,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2047868093320921088.html,3天前维护
整租·金沙湾花园金沙御苑 3室2厅 东,番禺,沙湾,金沙湾花园金沙御苑,139.0,东,3室2厅2卫,中楼层 （24层）,4200,新上|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2048252889578602496.html,2天前维护
整租·盈彩美居 3室2厅 南,天河,东圃,盈彩美居,108.0,南,3室2厅2卫,中楼层 （12层）,4800,新上|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048730058889101312.html,今天维护
整租·粤信广场 2室1厅 东/南,海珠,赤岗,粤信广场,65.0,东,2室1厅1卫,中楼层 （9层）,4600,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048286444081905664.html,1天前维护
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,广州敏捷绿湖首府,90.0,北,3室2厅1卫,低楼层 （33层）,1400,精装|随时看房,https://gz.lianjia.com/zufang/GZ2006767310601191424.html,2天前维护
整租·珠岛花园 1室1厅 东,荔湾,大坦沙,珠岛花园,43.0,东,1室1厅1卫,中楼层 （17层）,2600,新上|随时看房,https://gz.lianjia.com/zufang/GZ2048230198402351104.html,今天维护
整租·碧桂园天玺湾 3室2厅 东南,南沙,进港大道,碧桂园天玺湾,89.0,东,3室2厅1卫,高楼层 （31层）,2200,精装|随时看房,https://gz.lianjia.com/zufang/GZ2033532980302970880.html,今天维护
整租·周门小区周门街 2室1厅 南,荔湾,周门,周门小区周门街,55.0,南,2室1厅1卫,高楼层 （9层）,4000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048284173570932736.html,1天前维护
整租·星汇湾花园 4室2厅 东南,海珠,工业大道中,星汇湾花园,104.0,东,4室2厅2卫,低楼层 （50层）,7200,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2048302547533299712.html,1天前维护
整租·祥景花园雍翠园 2室2厅 北,白云,黄石,祥景花园雍翠园,77.0,北,2室2厅1卫,中楼层 （13层）,3000,新上|随时看房,https://gz.lianjia.com/zufang/GZ2047974121710551040.html,今天维护
整租·富力天海湾 1室1厅 南,南沙,明珠湾,富力天海湾,58.5,南,1室1厅1卫,低楼层 （31层）,2000,,https://gz.lianjia.com/zufang/GZ2041152998146572288.html,null
整租·越秀国际总部广场 4室2厅 北,南沙,金洲,越秀国际总部广场,64.0,北,4室2厅3卫,低楼层 （34层）,2100,近地铁|精装,https://gz.lianjia.com/zufang/GZ2023076873470214144.html,2天前维护
整租·金碧新城 2室2厅 西南,白云,石井,金碧新城,64.0,南,2室2厅1卫,高楼层 （32层）,3500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048326622599184384.html,1天前维护
整租·侨诚花园 2室1厅 南,海珠,东晓南,侨诚花园,55.0,南,2室1厅1卫,中楼层 （10层）,2600,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048284148497383424.html,今天维护
整租·萝岗和苑 3室2厅 南,黄埔,科学城,萝岗和苑,90.0,南,3室2厅1卫,中楼层 （32层）,3500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047942250888953856.html,今天维护
整租·水荫直街 3室1厅 北,越秀,水荫,水荫直街,95.0,北,3室1厅1卫,低楼层 （10层）,5500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2047941141919170560.html,1天前维护
整租·科慧花园 1室1厅 南,增城,朱村,科慧花园,39.0,南,1室1厅1卫,高楼层 （34层）,1500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048283131613544448.html,2天前维护
整租·藏珑府 1室1厅 南,番禺,大石,藏珑府,45.0,南,1室1厅1卫,中楼层 （21层）,3000,新上|精装,https://gz.lianjia.com/zufang/GZ2048345733639176192.html,今天维护
整租·盛泰花园 1室1厅 北,番禺,番禺广场,盛泰花园,70.0,北,1室1厅1卫,高楼层 （8层）,1500,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2048419080590852096.html,今天维护
整租·纵横公寓 1室1厅 北,海珠,赤岗,纵横公寓,67.0,北,1室1厅1卫,中楼层 （30层）,4500,新上|近地铁,https://gz.lianjia.com/zufang/GZ2048274188598247424.html,2天前维护
整租·时代印记(广州) 4室2厅 南/北,黄埔,知识城,时代印记(广州),144.0,南,4室2厅2卫,中楼层 （31层）,3700,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2047895302978928640.html,3天前维护
整租·双龙花园 3室2厅 东北,白云,龙归,双龙花园,73.0,东,3室2厅1卫,高楼层 （7层）,1800,,https://gz.lianjia.com/zufang/GZ2041160188639051776.html,null
