"处理后数量: 1508, 跳过异常: 622, 处理时间: 2025-06-23 23:19:12"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·奥园城市天地 1室1厅 南,番禺,汉溪长隆,奥园城市天地,45.0,南,1室1厅1卫,高楼层 （22层）,2800,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046910344655273984.html,1天前维护
合租·萝岗和苑 5居室 西卧,黄埔,科学城,萝岗和苑,10.9,西,5室1厅2卫,低楼层 （33层）,1396,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ2024568279296638976.html,9天前维护
整租·金泽华庭 3室2厅 南,增城,新塘南,金泽华庭,101.0,南,3室2厅1卫,低楼层 （20层）,2300,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046926531292299264.html,1天前维护
合租·小新塘大未来 4居室 南卧,天河,智慧城,小新塘大未来,11.0,南,4室1厅1卫,中楼层 （18层）,1323,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026441612430671872.html,今天维护
整租·万科东荟城 2室2厅 北,黄埔,香雪,万科东荟城,70.0,北,2室2厅1卫,中楼层 （28层）,2500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046890380657426432.html,1天前维护
合租·恒安大厦 4居室 北卧,天河,员村,恒安大厦,14.53,北,4室1厅2卫,中楼层 （29层）,1774,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026732273063165952.html,今天维护
整租·实地蔷薇国际 3室2厅 北,增城,荔城西区,实地蔷薇国际,86.0,北,3室2厅1卫,中楼层 （32层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2806504118946889728.html,null
合租·嘉仕花园东区 4居室 北卧,海珠,滨江东,嘉仕花园东区,20.57,北,4室1厅3卫,高楼层 （32层）,2236,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2026891242788356096.html,今天维护
整租·广州气象卫星地面站 2室1厅 南/北,天河,五山,广州气象卫星地面站,66.5,南,2室1厅1卫,中楼层 （6层）,3200,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046846599031685120.html,2天前维护
合租·萝岗和苑 4居室 南卧,黄埔,科学城,萝岗和苑,10.18,南,4室1厅1卫,中楼层 （33层）,1354,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2029192298461396992.html,今天维护
合租·鸿景园 4居室 北卧,天河,天润路,鸿景园,13.4,北,4室1厅2卫,中楼层 （32层）,1953,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1935424240954114048.html,今天维护
合租·新溪苑小区 4居室 东卧,黄埔,黄埔区府,新溪苑小区,10.09,东,4室1厅1卫,高楼层 （30层）,1396,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1959206403335782400.html,今天维护
整租·尚塬颐都汇 1室1厅 南,天河,沙河,尚塬颐都汇,60.0,南,1室1厅1卫,低楼层 （28层）,3300,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046886612297580544.html,1天前维护
整租·珠江铂世湾 3室2厅 南/北,番禺,华南新城,珠江铂世湾,140.0,南,3室2厅2卫,高楼层 （39层）,8000,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046852761672220672.html,今天维护
整租·璞悦台 4室2厅 南/北,番禺,市桥北,璞悦台,130.0,南,4室2厅2卫,高楼层 （30层）,5500,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046535838434590720.html,3天前维护
整租·恒骏花园 1室1厅 西南,白云,京溪,恒骏花园,60.0,南,1室1厅1卫,高楼层 （10层）,2800,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046827948006178816.html,1天前维护
整租·侨基花园 2室2厅 东南,番禺,市桥,侨基花园,66.0,东,2室2厅1卫,低楼层 （32层）,2500,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046879110663241728.html,2天前维护
整租·蔬果宿舍 1室1厅 南,白云,机场路,蔬果宿舍,56.0,南,1室1厅1卫,高楼层 （9层）,1000,新上,https://gz.lianjia.com/zufang//zufang/GZ2046790954748215296.html,2天前维护
整租·华景新城沁馥佳苑 3室1厅 南,天河,华景新城,华景新城沁馥佳苑,93.0,南,3室1厅1卫,中楼层 （11层）,5400,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046468003536568320.html,今天维护
整租·美的江上沄启 1室0厅 南,南沙,明珠湾,美的江上沄启,40.0,南,1室0厅1卫,中楼层 （21层）,850,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046537844117209088.html,1天前维护
整租·合景誉山国际三区 3室2厅 南/北,增城,永宁,合景誉山国际三区,96.0,南,3室2厅1卫,中楼层 （25层）,1668,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1939916518393380864.html,null
整租·锦绣半岛东区 3室2厅 南/西北,番禺,南浦,锦绣半岛东区,115.0,南,3室2厅2卫,低楼层 （26层）,3800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046798875162836992.html,2天前维护
整租·晓港湾 1室1厅 东南,海珠,东晓南,晓港湾,38.0,东,1室1厅1卫,高楼层 （9层）,3100,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2044739797800452096.html,null
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,110.0,南,4室2厅2卫,中楼层 （32层）,2866,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2003054636000346112.html,null
整租·铂林国际公寓 1室1厅 东,天河,珠江新城西,铂林国际公寓,31.78,东,1室1厅1卫,中楼层 （22层）,5239,公寓|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1842429049452888064.html,今天维护
整租·珠光御景山水城 3室2厅 南/北,从化,江浦街,珠光御景山水城,90.0,南,3室2厅2卫,低楼层 （32层）,1700,业主自荐|新上|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046813289509289984.html,今天维护
整租·绿城·江府海棠 3室2厅 东南,白云,江高镇,绿城·江府海棠,100.0,东,3室2厅2卫,低楼层 （24层）,3500,新上|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047220933902467072.html,今天维护
整租·朗云花园 4室2厅 东南,白云,夏茅,朗云花园,120.0,东,4室2厅2卫,低楼层 （33层）,6500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047172833557086208.html,今天维护
整租·四季花园 2室2厅 东北,荔湾,坑口,四季花园,78.5,东,2室2厅1卫,中楼层 （18层）,3600,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046927335696891904.html,1天前维护
整租·碧桂园凤凰城凤凰岛 2室2厅 南/北,增城,凤凰城,碧桂园凤凰城凤凰岛,109.0,南,2室2厅2卫,低楼层 （4层）,2800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046546484828045312.html,2天前维护
整租·珠江铂世湾 3室2厅 南,番禺,华南新城,珠江铂世湾,98.0,南,3室2厅2卫,低楼层 （33层）,5500,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047239640150179840.html,今天维护
合租·中海康城 4居室 北卧,天河,黄村,中海康城,16.5,北,4室1厅2卫,高楼层 （19层）,2430,公寓|独立卫生间|拎包入住|近地铁|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1854008979147980800.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,126.0,南,4室2厅2卫,中楼层 （43层）,3300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1961026252114493440.html,null
整租·锦绣新天地 3室1厅 南,增城,新塘南,锦绣新天地,133.0,南,3室1厅2卫,低楼层 （28层）,2400,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046846422883500032.html,1天前维护
整租·星樾·山畔 3室2厅 南,黄埔,科学城,星樾·山畔,93.2,南,3室2厅2卫,高楼层 （33层）,4500,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046871650720284672.html,1天前维护
整租·人和花园 1室1厅 东北,白云,人和,人和花园,53.0,东,1室1厅1卫,高楼层 （6层）,1380,新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046568860798156800.html,2天前维护
整租·鸿运花园 2室1厅 南,海珠,客村,鸿运花园,60.0,南,2室1厅1卫,中楼层 （8层）,4800,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046804629655650304.html,1天前维护
整租·万科云城米酷 1室0厅 南,天河,智慧城,万科云城米酷,35.0,南,1室0厅1卫,中楼层 （12层）,1900,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046863085808910336.html,2天前维护
合租·保利罗兰国际 4居室 北卧,黄埔,科学城,保利罗兰国际,10.5,北,4室1厅1卫,中楼层 （33层）,1533,公寓|拎包入住|精装|独立阳台|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1784973152678313984.html,10天前维护
合租·海珠半岛花园 3居室 北卧,海珠,滨江东,海珠半岛花园,12.6,北,3室1厅1卫,高楼层 （31层）,1848,公寓|拎包入住|精装|押一付一,https://gz.lianjia.com/zufang//zufang/GZ1788925086225399808.html,今天维护
合租·江海新苑 4居室 北卧,海珠,赤岗,江海新苑,12.57,北,4室1厅2卫,高楼层 （30层）,1984,公寓|拎包入住|近地铁|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1799138799796617216.html,今天维护
合租·润粤大厦 4居室 南卧,越秀,水荫,润粤大厦,12.1,南,4室1厅2卫,中楼层 （33层）,2824,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1819785664166625280.html,今天维护
合租·珠江大家庭花园 4居室 西卧,海珠,琶洲中,珠江大家庭花园,14.0,西,4室1厅2卫,高楼层 （12层）,2690,公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1860296747952111616.html,今天维护
整租·旭辉曜玥湾 4室2厅 南,南沙,明珠湾,旭辉曜玥湾,110.0,南,4室2厅2卫,中楼层 （32层）,2866,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2003054636000346112.html,null
整租·锦绣半岛东区 3室2厅 南/西北,番禺,南浦,锦绣半岛东区,115.0,南,3室2厅2卫,低楼层 （26层）,3800,新上|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046798875162836992.html,2天前维护
整租·信达金茂广场 1室1厅 南/北,天河,沙太南,信达金茂广场,48.0,南,1室1厅1卫,高楼层 （29层）,4200,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046845997069369344.html,1天前维护
整租·景云居 2室2厅 南,白云,大金钟路,景云居,73.73,南,2室2厅1卫,高楼层 （9层）,2500,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046955930590904320.html,1天前维护
整租·珠光高派华庭 3室2厅 东南/南,海珠,滨江东,珠光高派华庭,147.59,东,3室2厅2卫,高楼层 （31层）,7500,新上|近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046817744350871552.html,1天前维护
整租·金碧花园第一金碧 2室2厅 南/北,海珠,金碧,金碧花园第一金碧,78.0,南,2室2厅1卫,高楼层 （32层）,4500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2047141710718304256.html,今天维护
整租·惠城花园 1室1厅 东,荔湾,龙津,惠城花园,52.0,东,1室1厅1卫,低楼层 （29层）,3200,业主自荐|新上|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047280260503830528.html,今天维护
整租·敏捷绿湖首府三期 3室2厅 南,增城,石滩镇,敏捷绿湖首府三期,103.0,南,3室2厅2卫,高楼层 （32层）,1500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2027993968255434752.html,null
整租·杏坛小区 3室1厅 北,海珠,宝岗,杏坛小区,76.76,北,3室1厅1卫,高楼层 （9层）,3300,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2046459008872611840.html,1天前维护
整租·佳大花漾时光 1室1厅 南,增城,新塘北,佳大花漾时光,43.9,南,1室1厅1卫,中楼层 （17层）,1600,,https://gz.lianjia.com/zufang//zufang/GZ2043160022073999360.html,今天维护
整租·敏捷绿湖首府三期 3室2厅 北,增城,石滩镇,敏捷绿湖首府三期,84.45,北,3室2厅1卫,中楼层 （32层）,1200,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1962002093673807872.html,4天前维护
整租·中鼎君和名城 2室1厅 北,黄埔,黄埔区府,中鼎君和名城,78.0,北,2室1厅1卫,高楼层 （33层）,4300,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046894977039990784.html,1天前维护
整租·阳光城丽景湾 3室2厅 南/北,南沙,进港大道,阳光城丽景湾,131.0,南,3室2厅2卫,高楼层 （30层）,2500,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046590677101314048.html,1天前维护
整租·万科桃源里 2室1厅 南,增城,派潭镇,万科桃源里,70.0,南,2室1厅1卫,低楼层 （33层）,1200,,https://gz.lianjia.com/zufang//zufang/GZ2034865079622565888.html,2天前维护
整租·力诚凯怡湾 3室2厅 南,增城,新塘南,力诚凯怡湾,85.0,南,3室2厅1卫,高楼层 （18层）,2500,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046147827934953472.html,4天前维护
整租·保利金沙大都汇 2室2厅 南,白云,金沙洲,保利金沙大都汇,79.1,南,2室2厅2卫,低楼层 （18层）,4200,业主自荐|新上|近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2047145338128564224.html,今天维护
整租·南沙万达广场 1室1厅 南,南沙,金洲,南沙万达广场,51.0,南,1室1厅1卫,高楼层 （26层）,1398,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1956359256038965248.html,null
整租·金众江悦府 4室1厅 西北,增城,石滩镇,金众江悦府,116.94,西,4室1厅2卫,低楼层 （30层）,1400,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2038904682088235008.html,null
整租·棠景街28号-36号宿舍(双号) 2室1厅 北,白云,机场路,棠景街28号-36号宿舍(双号),65.0,北,2室1厅1卫,中楼层 （8层）,2800,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046883497083142144.html,2天前维护
整租·碧桂园凤凰城凤锦苑 3室2厅 南,增城,凤凰城,碧桂园凤凰城凤锦苑,122.0,南,3室2厅2卫,高楼层 （26层）,3000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2005153435258716160.html,null
整租·保利天汇3期 3室2厅 北,天河,黄村,保利天汇3期,78.0,北,3室2厅1卫,低楼层 （20层）,5000,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046927303996342272.html,2天前维护
整租·美林海岸 2室2厅 西南,天河,员村,美林海岸,86.0,南,2室2厅1卫,低楼层 （32层）,6300,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047225957252595712.html,今天维护
整租·东盛大厦 3室2厅 东北,越秀,东川路,东盛大厦,120.0,东,3室2厅1卫,高楼层 （20层）,7000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1930584163207872512.html,2天前维护
整租·南沙金茂湾 1室1厅 南,南沙,明珠湾,南沙金茂湾,41.0,南,1室1厅1卫,低楼层 （18层）,1900,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1950147493169725440.html,null
整租·时代印记(广州) 3室1厅 南,黄埔,知识城,时代印记(广州),86.0,南,3室1厅1卫,高楼层 （32层）,2500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2021052245784657920.html,null
整租·阳光城兰园翡丽湾 3室2厅 南,花都,新区,阳光城兰园翡丽湾,105.48,南,3室2厅2卫,高楼层 （18层）,4500,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046842285236158464.html,2天前维护
整租·花都雅怡花园 3室1厅 南,花都,新区,花都雅怡花园,87.0,南,3室1厅1卫,高楼层 （9层）,1500,新上|近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2046882769358815232.html,2天前维护
整租·嘉和苑 3室1厅 北,越秀,东风西,嘉和苑,125.97,北,3室1厅1卫,低楼层 （16层）,6000,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2034909399704666112.html,1天前维护
整租·东盛大厦 3室2厅 东北,越秀,东川路,东盛大厦,120.0,东,3室2厅1卫,高楼层 （20层）,7000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1930584163207872512.html,2天前维护
整租·南沙金茂湾 1室1厅 南,南沙,明珠湾,南沙金茂湾,41.0,南,1室1厅1卫,低楼层 （18层）,1900,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1950147493169725440.html,null
整租·富好城 4室2厅 东南,增城,新塘北,富好城,129.27,东,4室2厅2卫,中楼层 （11层）,2300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2025184332561252352.html,null
整租·峰境园 3室2厅 南,花都,北兴镇,峰境园,133.0,南,3室2厅2卫,高楼层 （29层）,2600,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2016800037652135936.html,5天前维护
整租·时代印记(广州) 3室1厅 南,黄埔,知识城,时代印记(广州),86.0,南,3室1厅1卫,高楼层 （32层）,2500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2021052245784657920.html,null
整租·锦江苑 3室2厅 南,南沙,大岗镇,锦江苑,125.0,南,3室2厅2卫,高楼层 （7层）,1539,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1841841795575578624.html,null
整租·淘金坑 1室0厅 南,越秀,淘金,淘金坑,25.0,南,1室0厅1卫,低楼层 （9层）,1180,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047278993735942144.html,今天维护
整租·笔村公寓 2室2厅 南,黄埔,开发东区,笔村公寓,70.0,南,2室2厅1卫,中楼层 （24层）,2000,新上,https://gz.lianjia.com/zufang//zufang/GZ2039693685469216768.html,今天维护
整租·时代幸汇 3室2厅 东南,从化,江浦街,时代幸汇,100.0,东,3室2厅2卫,高楼层 （24层）,1500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2019746477433159680.html,5天前维护
整租·恒大阳光半岛 3室2厅 东南,南沙,万顷沙,恒大阳光半岛,89.53,东,3室2厅1卫,高楼层 （28层）,1900,业主自荐|新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046104114332434432.html,4天前维护
整租·龙怡苑 2室1厅 西,天河,东圃,龙怡苑,63.0,西,2室1厅1卫,低楼层 （21层）,2700,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046892489670918144.html,1天前维护
整租·星河畔月湾 3室2厅 东,南沙,横沥,星河畔月湾,125.66,东,3室2厅1卫,高楼层 （33层）,2500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1975483092323794944.html,1天前维护
整租·领南星河荣誉 3室2厅 南,南沙,南沙港,领南星河荣誉,97.0,南,3室2厅2卫,中楼层 （17层）,2800,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1837696863923339264.html,3天前维护
整租·德意居 1室0厅 东,越秀,农讲所,德意居,48.0,东,1室0厅1卫,低楼层 （26层）,3700,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2047232420532453376.html,今天维护
整租·怡龙苑 2室1厅 东/西,海珠,宝岗,怡龙苑,66.82,东,2室1厅1卫,中楼层 （9层）,3100,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047184586038837248.html,今天维护
整租·先烈东路 2室1厅 东南,天河,沙河,先烈东路,54.0,东,2室1厅2卫,高楼层 （8层）,2200,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1973357168757309440.html,1天前维护
整租·和平新村 1室1厅 南/北,荔湾,西场,和平新村,41.0,南,1室1厅1卫,中楼层 （6层）,1800,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2045801846362079232.html,1天前维护
整租·碧桂园凤凰城凤锦苑 3室1厅 南,增城,凤凰城,碧桂园凤凰城凤锦苑,107.0,南,3室1厅1卫,低楼层 （24层）,1800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1982408688958177280.html,null
整租·万科峯境 3室1厅 南,白云,白云大道南,万科峯境,94.0,南,3室1厅2卫,中楼层 （17层）,7500,新上|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046573990931070976.html,2天前维护
整租·保利小楼大院 3室2厅 东南,增城,小楼镇,保利小楼大院,147.0,东,3室2厅2卫,中楼层 （4层）,3500,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2024702449444454400.html,今天维护
整租·市水电设计工程公司宿舍 3室1厅 东南/南/西南,越秀,五羊新城,市水电设计工程公司宿舍,101.8,东,3室1厅1卫,高楼层 （9层）,5500,,https://gz.lianjia.com/zufang//zufang/GZ2014563038853595136.html,4天前维护
整租·丽江花园玉树别院 5室3厅 跃层 东南,番禺,南浦,丽江花园玉树别院,274.0,东,5室3厅4卫,低楼层 （1层）,15000,新上,https://gz.lianjia.com/zufang//zufang/GZ2046147706736345088.html,3天前维护
整租·东河苑 2室1厅 南,天河,体育中心,东河苑,70.0,南,2室1厅1卫,高楼层 （8层）,4300,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046805808020193280.html,1天前维护
整租·新裕大厦 1室0厅 北,越秀,东风东,新裕大厦,41.0,北,1室0厅1卫,高楼层 （35层）,3500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2041123910635749376.html,3天前维护
整租·东华西路 2室1厅 南,越秀,东川路,东华西路,48.0,南,2室1厅1卫,中楼层 （9层）,3200,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2012411505101766656.html,2天前维护
整租·碧桂园豪进左岸 3室2厅 东南,增城,石滩镇,碧桂园豪进左岸,102.0,东,3室2厅2卫,低楼层 （32层）,1300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2040983652543758336.html,3天前维护
合租·广州碧桂园华苑 2居室 东南卧,番禺,南浦,广州碧桂园华苑,20.0,东,2室1厅2卫,低楼层 （7层）,1200,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2007052777053749248.html,null
整租·新裕大厦 1室0厅 北,越秀,东风东,新裕大厦,41.0,北,1室0厅1卫,高楼层 （35层）,3500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2041123910635749376.html,3天前维护
整租·碧桂园豪园林湖苑 3室2厅 南/北,增城,增城碧桂园,碧桂园豪园林湖苑,117.32,南,3室2厅2卫,高楼层 （24层）,1500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2005153440962969600.html,null
整租·保利翔龙天汇 3室2厅 北,黄埔,科学城,保利翔龙天汇,99.0,北,3室2厅2卫,高楼层 （33层）,4000,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046905430285746176.html,1天前维护
整租·实地常春藤 3室2厅 南,黄埔,黄埔永和,实地常春藤,96.0,南,3室2厅2卫,低楼层 （31层）,2100,新上|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2047221354981228544.html,今天维护
整租·叠溪花园 3室2厅 北,增城,朱村,叠溪花园,89.0,北,3室2厅1卫,高楼层 （32层）,1100,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1936284782367342592.html,4天前维护
整租·萝岗敏捷广场 2室1厅 南,黄埔,科学城,萝岗敏捷广场,54.0,南,2室1厅1卫,高楼层 （16层）,2600,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046926211187212288.html,2天前维护
整租·东成花苑 2室1厅 东北,天河,天河公园,东成花苑,63.6,东,2室1厅1卫,中楼层 （9层）,3300,新上|近地铁,https://gz.lianjia.com/zufang//zufang/GZ2047354832603316224.html,今天维护
整租·亚运城天誉 2室2厅 东,番禺,亚运城,亚运城天誉,90.0,东,2室2厅1卫,中楼层 （52层）,2800,新上|精装,https://gz.lianjia.com/zufang//zufang/GZ2046913730461040640.html,2天前维护
整租·万科幸福誉 3室2厅 南,黄埔,知识城,万科幸福誉,97.0,南,3室2厅2卫,中楼层 （26层）,2400,新上|近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2046867939356835840.html,2天前维护
整租·西华路 2室1厅 东南,荔湾,西华路,西华路,60.0,东,2室1厅1卫,中楼层 （9层）,4500,新上|近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2046886045890379776.html,2天前维护
