"处理后数量: 1636, 跳过异常: 26, 处理时间: 2025-06-23 23:19:12"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
整租·碧桂园荔山雅筑 3室2厅 南,从化,赤草,碧桂园荔山雅筑,150.53,南,3室2厅2卫,低楼层 （7层）,2500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1974401621060222976.html,5天前维护
整租·景业荔都 2室2厅 北,从化,江浦街,景业荔都,87.76,北,2室2厅1卫,中楼层 （26层）,925,,https://gz.lianjia.com/zufang/GZ1972926318962016256.html,4天前维护
整租·逸泉山庄 4室1厅 东,从化,赤草,逸泉山庄,150.0,东,4室1厅2卫,低楼层 （15层）,800,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1974337428348993536.html,null
整租·富力泉天下 6室1厅 东南,从化,温泉镇,富力泉天下,196.0,东,6室1厅6卫,低楼层 （3层）,20000,精装,https://gz.lianjia.com/zufang/GZ1895366747779760128.html,4天前维护
整租·时代印象 3室2厅 南,从化,太平镇,时代印象,99.0,南,3室2厅2卫,低楼层 （32层）,2500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1895777781518696448.html,4天前维护
整租·景业荔都 2室2厅 北,从化,江浦街,景业荔都,87.02,北,2室2厅1卫,中楼层 （26层）,1100,精装,https://gz.lianjia.com/zufang/GZ1895063686817513472.html,4天前维护
整租·景业荔都 2室2厅 北,从化,江浦街,景业荔都,87.02,北,2室2厅1卫,中楼层 （26层）,1200,精装,https://gz.lianjia.com/zufang/GZ1975851388814491648.html,1天前维护
整租·景业荔都 2室2厅 北,从化,江浦街,景业荔都,87.67,北,2室2厅1卫,高楼层 （26层）,1000,,https://gz.lianjia.com/zufang/GZ1975775876729536512.html,4天前维护
整租·富力泉天下 1室1厅 东南,从化,温泉镇,富力泉天下,69.0,东,1室1厅1卫,中楼层 （11层）,1300,精装,https://gz.lianjia.com/zufang/GZ1975472169420849152.html,5天前维护
整租·莱茵水岸 4室2厅 南,从化,江浦街,莱茵水岸,190.0,南,4室2厅4卫,高楼层 （3层）,5500,近地铁|精装,https://gz.lianjia.com/zufang/GZ1976992050096111616.html,2天前维护
整租·珠江国际城 5室2厅 复式 西南,从化,神岗镇,珠江国际城,354.0,南,5室2厅4卫,高楼层 （2层）,4000,精装|随时看房,https://gz.lianjia.com/zufang/GZ1978401272788680704.html,3天前维护
整租·亿城泉说 1室1厅 南,从化,温泉镇,亿城泉说,96.35,南,1室1厅1卫,低楼层 （3层）,4620,精装,https://gz.lianjia.com/zufang/GZ2001629862741147648.html,null
整租·碧桂园从化1960 1室1厅 南,从化,河滨北路,碧桂园从化1960,40.0,南,1室1厅1卫,高楼层 （7层）,1000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2001861322492346368.html,null
整租·招商金茂保利和府 2室1厅 南,从化,旧城区,招商金茂保利和府,69.0,南,2室1厅1卫,中楼层 （25层）,2000,精装,https://gz.lianjia.com/zufang/GZ2002073428911194112.html,null
整租·东方夏湾拿 1室0厅 东南,从化,太平镇,东方夏湾拿,75.0,东,1室0厅1卫,低楼层 （3层）,3500,,https://gz.lianjia.com/zufang/GZ2002216912972414976.html,null
整租·珠江国际城 3室2厅 东南,从化,神岗镇,珠江国际城,114.9,东,3室2厅2卫,高楼层 （28层）,1800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2002293487273246720.html,null
整租·景业荔都 3室2厅 东南,从化,江浦街,景业荔都,113.0,东,3室2厅2卫,高楼层 （27层）,1800,双卫生间,https://gz.lianjia.com/zufang/GZ1962477161067577344.html,null
整租·荔景园(从化区) 2室2厅 南,从化,新城片区,荔景园(从化区),81.0,南,2室2厅1卫,高楼层 （20层）,1700,精装,https://gz.lianjia.com/zufang/GZ2002654331534311424.html,null
整租·骏逸湖畔花苑 3室2厅 南,从化,太平镇,骏逸湖畔花苑,163.0,南,3室2厅3卫,中楼层 （16层）,2000,精装,https://gz.lianjia.com/zufang/GZ2002971536838885376.html,5天前维护
整租·珠江国际城 4室3厅 复式 南,从化,神岗镇,珠江国际城,345.0,南,4室3厅5卫,低楼层 （2层）,6000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2002969997697089536.html,4天前维护
整租·方圆泉溪月岛 3室2厅 复式 西,从化,温泉镇,方圆泉溪月岛,150.0,西,3室2厅4卫,低楼层 （2层）,5000,精装,https://gz.lianjia.com/zufang/GZ2003050458041548800.html,1天前维护
整租·建宏·德堡花苑 4室2厅 北,从化,新城片区,建宏·德堡花苑,143.0,北,4室2厅2卫,低楼层 （16层）,2700,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2003395083172315136.html,null
整租·碧桂园从化1960 1室1厅 南,从化,河滨北路,碧桂园从化1960,40.0,南,1室1厅1卫,低楼层 （7层）,1000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2003407454653644800.html,4天前维护
整租·城南北六巷 3室2厅 南,从化,新城片区,城南北六巷,120.0,南,3室2厅1卫,中楼层 （8层）,1900,精装,https://gz.lianjia.com/zufang/GZ2003396431615885312.html,null
整租·合景·朗悦公馆 2室2厅 东,从化,鳌头镇,合景·朗悦公馆,77.0,东,2室2厅1卫,中楼层 （20层）,1600,精装,https://gz.lianjia.com/zufang/GZ1965608072973910016.html,3天前维护
整租·方圆明月山溪 1室0厅 南,从化,温泉镇,方圆明月山溪,47.0,南,1室0厅1卫,中楼层 （18层）,900,精装|随时看房,https://gz.lianjia.com/zufang/GZ1966482690400059392.html,null
整租·方圆明月山溪 2室2厅 南,从化,温泉镇,方圆明月山溪,84.5,南,2室2厅2卫,高楼层 （18层）,1300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1966482687019450368.html,3天前维护
整租·方圆明月山溪 2室2厅 北,从化,温泉镇,方圆明月山溪,75.11,北,2室2厅1卫,中楼层 （18层）,1300,随时看房,https://gz.lianjia.com/zufang/GZ1966482690383282176.html,null
整租·富力泉天下 2室2厅 北,从化,温泉镇,富力泉天下,83.0,北,2室2厅1卫,中楼层 （18层）,2000,精装,https://gz.lianjia.com/zufang/GZ1967134378098163712.html,null
整租·雅居乐滨江雅苑 3室2厅 东北,从化,太平镇,雅居乐滨江雅苑,77.0,东,3室2厅1卫,高楼层 （26层）,2000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2003061408190693376.html,3天前维护
整租·富力泉天下 1室0厅 东南,从化,温泉镇,富力泉天下,45.0,东,1室0厅1卫,中楼层 （11层）,900,精装|随时看房,https://gz.lianjia.com/zufang/GZ2003707983510372352.html,null
整租·星河绿洲 3室2厅 南/北,从化,江浦街,星河绿洲,133.93,南,3室2厅2卫,低楼层 （8层）,2100,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2003756381139632128.html,null
整租·富逸华庭 2室2厅 东,从化,新城片区,富逸华庭,89.0,东,2室2厅1卫,高楼层 （27层）,1800,精装|随时看房,https://gz.lianjia.com/zufang/GZ2003756874075209728.html,3天前维护
整租·珠江国际城 3室2厅 东北,从化,神岗镇,珠江国际城,101.0,东,3室2厅1卫,低楼层 （27层）,1500,近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ2003760139256987648.html,null
整租·碧桂园从化1960 1室1厅 南,从化,河滨北路,碧桂园从化1960,40.0,南,1室1厅1卫,高楼层 （12层）,2200,精装,https://gz.lianjia.com/zufang/GZ2003786398154358784.html,3天前维护
整租·智汇国际 2室1厅 东北,从化,太平镇,智汇国际,47.33,东,2室1厅1卫,高楼层 （25层）,2000,近地铁|精装,https://gz.lianjia.com/zufang/GZ2004033904113090560.html,5天前维护
整租·东方夏湾拿 5室2厅 复式 东南,从化,太平镇,东方夏湾拿,210.0,东,5室2厅4卫,低楼层 （3层）,3600,随时看房,https://gz.lianjia.com/zufang/GZ1967456602730528768.html,null
整租·富力泉天下 7室2厅 复式 西南,从化,温泉镇,富力泉天下,410.0,南,7室2厅6卫,低楼层 （3层）,14000,随时看房,https://gz.lianjia.com/zufang/GZ1967549283917889536.html,4天前维护
整租·保利时代 5室3厅 复式 南,从化,江浦街,保利时代,109.0,南,5室3厅4卫,低楼层 （1层）,3800,随时看房,https://gz.lianjia.com/zufang/GZ2003690333182885888.html,2天前维护
整租·侨宏花园 2室2厅 南,从化,温泉镇,侨宏花园,70.63,南,2室2厅1卫,中楼层 （7层）,1000,精装,https://gz.lianjia.com/zufang/GZ2004033412683268096.html,null
整租·时代幸汇 2室2厅 南,从化,江浦街,时代幸汇,77.0,南,2室2厅1卫,高楼层 （24层）,2300,新上|精装,https://gz.lianjia.com/zufang/GZ2046920049104519168.html,3天前维护
整租·紫泉翠荔嘉园 4室2厅 东南,从化,太平镇,紫泉翠荔嘉园,138.0,东,4室2厅2卫,低楼层 （18层）,1880,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1822899062068740096.html,null
整租·紫泉翠荔嘉园 3室2厅 南/北,从化,太平镇,紫泉翠荔嘉园,89.0,南,3室2厅1卫,中楼层 （6层）,1400,精装|随时看房,https://gz.lianjia.com/zufang/GZ2001572630552903680.html,null
整租·上城湾畔B区 2室2厅 北,从化,江浦街,上城湾畔B区,96.37,北,2室2厅2卫,低楼层 （10层）,2050,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1963448292826152960.html,1天前维护
整租·東富廣場 3室2厅 北,从化,新城片区,東富廣場,98.0,北,3室2厅1卫,中楼层 （14层）,1700,精装|随时看房,https://gz.lianjia.com/zufang/GZ2004142854028394496.html,null
整租·御景宏雅花园 3室2厅 西南,从化,江浦街,御景宏雅花园,93.0,南,3室2厅1卫,高楼层 （17层）,1700,精装,https://gz.lianjia.com/zufang/GZ2004165651723190272.html,1天前维护
整租·紫泉翠荔嘉园 4室2厅 南,从化,太平镇,紫泉翠荔嘉园,151.0,南,4室2厅2卫,低楼层 （6层）,2500,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2005490406095060992.html,null
整租·紫泉翠荔嘉园 3室1厅 东南,从化,太平镇,紫泉翠荔嘉园,81.0,东,3室1厅1卫,中楼层 （23层）,1600,精装|随时看房,https://gz.lianjia.com/zufang/GZ1972619036571205632.html,2天前维护
整租·紫泉翠荔嘉园 2室2厅 东北,从化,太平镇,紫泉翠荔嘉园,72.6,东,2室2厅1卫,高楼层 （18层）,1400,精装|随时看房,https://gz.lianjia.com/zufang/GZ2007062059790893056.html,2天前维护
整租·紫泉翠荔嘉园 3室2厅 南,从化,太平镇,紫泉翠荔嘉园,89.0,南,3室2厅1卫,低楼层 （6层）,1800,随时看房,https://gz.lianjia.com/zufang/GZ2026521551158902784.html,null
整租·时代印象 3室2厅 北/东北,从化,太平镇,时代印象,78.0,东,3室2厅1卫,中楼层 （32层）,2000,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2048029686621011968.html,今天维护
整租·新城东路 3室2厅 西,从化,河滨北路,新城东路,60.0,西,3室2厅1卫,中楼层 （8层）,1800,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2047524059079507968.html,今天维护
整租·珠光御景山水城 3室2厅 南,从化,江浦街,珠光御景山水城,125.0,南,3室2厅1卫,高楼层 （18层）,2000,精装,https://gz.lianjia.com/zufang/GZ2038599518068408320.html,2天前维护
整租·方圆明月山溪 2室2厅 南,从化,温泉镇,方圆明月山溪,85.0,南,2室2厅1卫,高楼层 （11层）,1300,精装|随时看房,https://gz.lianjia.com/zufang/GZ1869664271445524480.html,null
整租·君源御湖城 3室2厅 西南,从化,江浦街,君源御湖城,101.22,南,3室2厅1卫,低楼层 （16层）,1500,精装,https://gz.lianjia.com/zufang/GZ2041441186853421056.html,2天前维护
整租·珠江国际城 5室2厅 跃层 西南,从化,神岗镇,珠江国际城,354.0,南,5室2厅4卫,高楼层 （2层）,4000,,https://gz.lianjia.com/zufang/GZ1978401855348146176.html,3天前维护
整租·东方夏湾拿 4室2厅 西南,从化,太平镇,东方夏湾拿,143.74,南,4室2厅3卫,低楼层 （3层）,2850,随时看房,https://gz.lianjia.com/zufang/GZ1651826108900835328.html,null
整租·富力泉天下 3室2厅 南,从化,温泉镇,富力泉天下,101.09,南,3室2厅2卫,中楼层 （18层）,2100,精装|双卫生间,https://gz.lianjia.com/zufang/GZ1749474853242535936.html,null
整租·逸泉山庄 5室2厅 复式 南,从化,赤草,逸泉山庄,183.39,南,5室2厅3卫,低楼层 （3层）,5000,近地铁|精装,https://gz.lianjia.com/zufang/GZ1575420335983951872.html,null
整租·珠江国际城 3室2厅 南/北,从化,神岗镇,珠江国际城,89.27,南,3室2厅2卫,中楼层 （29层）,2000,精装|双卫生间,https://gz.lianjia.com/zufang/GZ1603985718449799168.html,null
整租·富力泉天下 5室2厅 复式 东南,从化,温泉镇,富力泉天下,166.0,东,5室2厅3卫,低楼层 （3层）,2700,精装|随时看房,https://gz.lianjia.com/zufang/GZ1777675505093312512.html,null
整租·景业荔都 3室2厅 南,从化,江浦街,景业荔都,113.0,南,3室2厅1卫,低楼层 （26层）,1200,精装,https://gz.lianjia.com/zufang/GZ1777987190609936384.html,null
整租·大城云山 3室2厅 南,从化,太平镇,大城云山,112.0,南,3室2厅1卫,中楼层 （17层）,2200,近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ1780438677827092480.html,null
整租·富力泉天下 3室2厅 南,从化,温泉镇,富力泉天下,100.0,南,3室2厅1卫,高楼层 （18层）,1500,精装|随时看房,https://gz.lianjia.com/zufang/GZ1678029589462384640.html,4天前维护
整租·时代印象 3室2厅 东北,从化,太平镇,时代印象,88.0,东,3室2厅2卫,中楼层 （32层）,1800,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ1743134066514853888.html,1天前维护
整租·望谷温泉小镇 2室2厅 西北,从化,温泉镇,望谷温泉小镇,85.9,西,2室2厅1卫,中楼层 （18层）,1200,精装,https://gz.lianjia.com/zufang/GZ1758806744877760512.html,4天前维护
整租·珠江壹城·禧悦花园 3室2厅 东南,从化,神岗镇,珠江壹城·禧悦花园,120.0,东,3室2厅2卫,高楼层 （16层）,2835,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2026611375928770560.html,null
整租·新城东路 3室2厅 南,从化,河滨北路,新城东路,80.0,南,3室2厅1卫,中楼层 （7层）,1300,精装,https://gz.lianjia.com/zufang/GZ2026889506497495040.html,null
整租·智汇国际 1室0厅 北,从化,太平镇,智汇国际,44.71,北,1室0厅1卫,高楼层 （25层）,1100,近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ2015355371698257920.html,null
整租·珠江国际城 3室2厅 南,从化,神岗镇,珠江国际城,132.0,南,3室2厅2卫,高楼层 （28层）,1700,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2015419078478397440.html,null
整租·珠光御景山水城 4室2厅 南,从化,江浦街,珠光御景山水城,125.0,南,4室2厅2卫,中楼层 （18层）,1800,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2015700590016856064.html,null
整租·洪山南路 3室2厅 东北,从化,新城片区,洪山南路,120.0,东,3室2厅2卫,中楼层 （6层）,1300,双卫生间,https://gz.lianjia.com/zufang/GZ2015724717532512256.html,5天前维护
整租·碧桂园从化1960 1室1厅 北,从化,河滨北路,碧桂园从化1960,41.0,北,1室1厅1卫,低楼层 （12层）,1124,,https://gz.lianjia.com/zufang/GZ2015733732605952000.html,2天前维护
整租·利源路 3室2厅 南,从化,江浦街,利源路,108.0,南,3室2厅1卫,中楼层 （8层）,1300,,https://gz.lianjia.com/zufang/GZ2027330919022460928.html,2天前维护
整租·珠光御景山水城 3室2厅 北,从化,江浦街,珠光御景山水城,101.36,北,3室2厅2卫,低楼层 （32层）,1200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027355364021764096.html,null
整租·时代印象 3室2厅 北,从化,太平镇,时代印象,88.0,北,3室2厅2卫,中楼层 （32层）,2200,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027584188189769728.html,null
整租·广东动漫城 4室1厅 东南,从化,神岗镇,广东动漫城,105.0,东,4室1厅1卫,低楼层 （11层）,1500,精装,https://gz.lianjia.com/zufang/GZ2027381537174978560.html,1天前维护
整租·东方夏湾拿 2室2厅 南,从化,太平镇,东方夏湾拿,127.0,南,2室2厅2卫,低楼层 （3层）,2250,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2026964876869500928.html,null
整租·御景宏雅花园 2室2厅 北,从化,江浦街,御景宏雅花园,98.0,北,2室2厅1卫,低楼层 （16层）,1800,精装,https://gz.lianjia.com/zufang/GZ2027294135412588544.html,3天前维护
整租·御景宏雅花园 3室2厅 东南,从化,江浦街,御景宏雅花园,124.0,东,3室2厅2卫,低楼层 （16层）,2000,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2027320940433506304.html,null
整租·时代印象 3室2厅 北,从化,太平镇,时代印象,88.0,北,3室2厅2卫,高楼层 （32层）,2000,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2016040459767382016.html,null
整租·夏日港湾 4室2厅 东北,从化,江浦街,夏日港湾,143.0,东,4室2厅2卫,中楼层 （11层）,2300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2016364358354862080.html,1天前维护
整租·宏诚海峰花园 2室2厅 南,从化,江浦街,宏诚海峰花园,89.0,南,2室2厅1卫,低楼层 （15层）,2000,精装,https://gz.lianjia.com/zufang/GZ2016369555579863040.html,3天前维护
整租·大城云山 3室2厅 东北,从化,太平镇,大城云山,111.0,东,3室2厅2卫,低楼层 （17层）,2000,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2016433848451072000.html,null
整租·君源御湖城 3室2厅 南,从化,江浦街,君源御湖城,100.0,南,3室2厅1卫,中楼层 （16层）,2000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2027628441993478144.html,4天前维护
整租·夏日港湾 3室2厅 南,从化,江浦街,夏日港湾,132.0,南,3室2厅2卫,高楼层 （8层）,2300,精装|双卫生间,https://gz.lianjia.com/zufang/GZ2027630049766670336.html,null
整租·碧桂园御湖城二期 4室2厅 南,从化,江浦街,碧桂园御湖城二期,109.0,南,4室2厅2卫,高楼层 （16层）,2300,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027938728315453440.html,null
整租·青云路 2室2厅 南,从化,新城片区,青云路,60.0,南,2室2厅1卫,中楼层 （5层）,1000,,https://gz.lianjia.com/zufang/GZ2027617865883975680.html,null
整租·仟信广场 2室1厅 南,从化,河滨北路,仟信广场,52.0,南,2室1厅1卫,中楼层 （13层）,1200,精装,https://gz.lianjia.com/zufang/GZ2027674712896700416.html,null
整租·富力泉天下 1室1厅 北/东北,从化,温泉镇,富力泉天下,45.0,东,1室1厅1卫,低楼层 （11层）,825,,https://gz.lianjia.com/zufang/GZ2027681996272041984.html,4天前维护
整租·东方夏湾拿 4室2厅 南,从化,太平镇,东方夏湾拿,143.0,南,4室2厅3卫,低楼层 （3层）,3000,精装|随时看房,https://gz.lianjia.com/zufang/GZ2027682758066700288.html,1天前维护
整租·珠江国际城 4室2厅 西南,从化,神岗镇,珠江国际城,145.0,南,4室2厅2卫,高楼层 （28层）,2500,近地铁|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2027697183662276608.html,null
整租·东方夏湾拿 4室2厅 西北,从化,太平镇,东方夏湾拿,259.0,西,4室2厅4卫,低楼层 （3层）,5800,,https://gz.lianjia.com/zufang/GZ2016560766756323328.html,null
整租·景业荔都 3室2厅 北,从化,江浦街,景业荔都,98.56,北,3室2厅1卫,中楼层 （27层）,1500,精装|随时看房,https://gz.lianjia.com/zufang/GZ2017173763619028992.html,1天前维护
整租·碧桂园从化1960 1室1厅 南,从化,河滨北路,碧桂园从化1960,40.0,南,1室1厅1卫,高楼层 （7层）,1050,精装,https://gz.lianjia.com/zufang/GZ2017170698673324032.html,1天前维护
整租·华标荔苑 3室2厅 东南/东北,从化,太平镇,华标荔苑,136.0,东,3室2厅2卫,中楼层 （11层）,2300,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang/GZ2027978356028342272.html,2天前维护
整租·碧桂园从化1960 1室1厅 南,从化,河滨北路,碧桂园从化1960,42.0,南,1室1厅1卫,中楼层 （12层）,1200,新上,https://gz.lianjia.com/zufang/GZ2047940374512533504.html,1天前维护
整租·海洋广场 2室1厅 南,从化,江浦街,海洋广场,76.0,南,2室1厅1卫,中楼层 （13层）,1400,近地铁,https://gz.lianjia.com/zufang/GZ2044754383953985536.html,null
整租·云星钱隆天誉 3室2厅 东南,从化,太平镇,云星钱隆天誉,91.0,东,3室2厅2卫,中楼层 （25层）,2000,双卫生间,https://gz.lianjia.com/zufang/GZ2044757730966634496.html,null
整租·保利时代 2室2厅 东北,从化,江浦街,保利时代,62.0,东,2室2厅1卫,高楼层 （26层）,2000,新上|精装,https://gz.lianjia.com/zufang/GZ2048056589130137600.html,1天前维护
整租·珠江国际城 3室2厅 南,从化,神岗镇,珠江国际城,121.94,南,3室2厅2卫,中楼层 （26层）,1600,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2044941984476430336.html,2天前维护
整租·碧桂园从化1960 1室1厅 北,从化,河滨北路,碧桂园从化1960,41.0,北,1室1厅1卫,中楼层 （12层）,1200,精装|随时看房,https://gz.lianjia.com/zufang/GZ2044985986256994304.html,null
整租·红荔新村 2室2厅 南,从化,江浦街,红荔新村,74.0,南,2室2厅1卫,中楼层 （7层）,1400,,https://gz.lianjia.com/zufang/GZ2045150700991676416.html,null
整租·上城湾畔东区 3室2厅 南,从化,江浦街,上城湾畔东区,93.0,南,3室2厅1卫,低楼层 （17层）,2300,近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ2045424226839560192.html,2天前维护
整租·华标荔苑 1室1厅 南,从化,太平镇,华标荔苑,46.0,南,1室1厅1卫,低楼层 （6层）,1200,近地铁|精装,https://gz.lianjia.com/zufang/GZ2045513134814265344.html,null
整租·珠江国际城 4室2厅 南,从化,神岗镇,珠江国际城,145.0,南,4室2厅2卫,低楼层 （27层）,1500,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang/GZ2045699265224769536.html,4天前维护
整租·新光百德广场 1室0厅 东南,从化,太平镇,新光百德广场,45.0,东,1室0厅1卫,中楼层 （16层）,1100,近地铁,https://gz.lianjia.com/zufang/GZ2045782416349462528.html,3天前维护
整租·雅居乐滨江雅苑 3室2厅 南,从化,太平镇,雅居乐滨江雅苑,87.0,南,3室2厅2卫,高楼层 （25层）,1600,双卫生间,https://gz.lianjia.com/zufang/GZ2045889433642729472.html,1天前维护
整租·越秀逸泉锦翠 3室2厅 南,从化,江浦街,越秀逸泉锦翠,70.92,南,3室2厅1卫,低楼层 （26层）,1600,新上|随时看房,https://gz.lianjia.com/zufang/GZ2046071931265875968.html,5天前维护
整租·华标荔苑 2室2厅 南,从化,太平镇,华标荔苑,90.0,南,2室2厅1卫,中楼层 （12层）,1600,新上|近地铁|精装|随时看房,https://gz.lianjia.com/zufang/GZ2046125266924732416.html,2天前维护
整租·珠江国际城 3室2厅 东北,从化,神岗镇,珠江国际城,90.06,东,3室2厅1卫,中楼层 （28层）,1000,新上|近地铁|精装,https://gz.lianjia.com/zufang/GZ2046173358441103360.html,5天前维护
整租·保利时代 3室2厅 西北,从化,江浦街,保利时代,68.0,西,3室2厅1卫,高楼层 （27层）,1700,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2046186588815228928.html,3天前维护
整租·碧桂园铂悦府 3室2厅 南,从化,旺城片区,碧桂园铂悦府,78.0,南,3室2厅1卫,低楼层 （26层）,2400,新上|精装|随时看房,https://gz.lianjia.com/zufang/GZ2046236814699659264.html,2天前维护
